rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
492,COOKING MAMA: COOK OFF,2007-01-01,Simulation,1.43,1.13,0.05,0.3,2.91,5.9,E,5.3,61
498,WORLD SOCCER WINNING ELEVEN 7 INTERNATIONAL,2003-01-01,Sports,0.08,1.24,1.13,0.45,2.9,9.1,E,7.5,92
500,HOT SHOTS GOLF 3,2001-01-01,Sports,0.99,0.32,1.38,0.2,2.89,,,8.9,85
502,ZUMBA FITNESS 2,2011-01-01,Sports,1.54,1.07,0,0.28,2.88,,,,
503,SYPHON FILTER,1999-01-01,Shooter,2.03,0.72,0.02,0.11,2.88,9.2,T,,
504,IMAGINE: BABYZ,2007-01-01,Simulation,1.3,1.27,0,0.31,2.88,,,,
505,COLIN MCRAE RALLY,1998-01-01,Racing,0.09,2.43,0.12,0.22,2.87,7.9,E,,
508,THE ELDER SCROLLS III: MORROWIND,2002-01-01,Role-Playing,2.09,0.63,0.03,0.11,2.86,8.2,T,8.5,87
510,F-ZERO,1990-01-01,Racing,1.37,0.51,0.89,0.07,2.85,7.8,E,,
511,YOSHI'S STORY,1997-01-01,Platform,1.29,0.53,0.98,0.05,2.85,,,,
514,THE ELDER SCROLLS V: SKYRIM,2015-01-01,Sports,8.73,7.66,0.35,2.54,19.28,8.6,M,6.5,92
519,WWE SMACKDOWN! VS. RAW,2002-01-01,Fighting,1.32,1.08,0.04,0.39,2.83,,,8.7,80
520,METROID PRIME,2002-01-01,Shooter,1.96,0.67,0.1,0.09,2.82,9.6,T,9.2,97
525,WWE SMACKDOWN! HERE COMES THE PAIN,2003-01-01,Fighting,1.32,1.06,0.04,0.38,2.8,,,8.9,85
527,YOSHI'S ISLAND DS,2006-01-01,Platform,1.47,0.07,1.1,0.15,2.8,8.2,E,7.5,81
528,HOT SHOTS GOLF,1997-01-01,Sports,0.29,0.2,2.13,0.18,2.79,,,,
529,KILLZONE 3,2011-01-01,Shooter,1.45,0.88,0.09,0.38,2.79,8.2,M,8,84
531,WWF SMACKDOWN! JUST BRING IT,2001-01-01,Fighting,1.19,1.15,0.04,0.41,2.79,,,7.3,76
536,PROFESSOR LAYTON AND THE LAST SPECTER,2009-01-01,Puzzle,0.3,1.47,0.68,0.34,2.79,8.4,E10,8.4,83
538,JAK II,2003-01-01,Platform,1.68,0.74,0,0.36,2.78,,,8.3,87
539,INFAMOUS: SECOND SON,2014-01-01,Action,1.27,0.97,0.07,0.47,2.78,,,8,80
540,RATCHET & CLANK: GOING COMMANDO,2003-01-01,Platform,1.44,0.83,0.26,0.25,2.78,8.7,T,9,90
543,SONIC AND THE SECRET RINGS,2007-01-01,Platform,1.24,1.2,0.04,0.3,2.77,6.7,E,6.3,69
546,MARIO PAINT,1992-01-01,Misc,1.43,0.54,0.71,0.07,2.75,,,,
548,POKÉMON STADIUM 2,2000-01-01,Strategy,1.02,0.36,1.13,0.23,2.73,,,,
549,METROID,1986-01-01,Action,1.33,0.31,1.04,0.05,2.73,8,E,,
553,ONIMUSHA: WARLORDS,2001-01-01,Action,0.99,0.48,1.09,0.14,2.7,8.7,M,8.3,86
555,MARIO PARTY,1998-01-01,Misc,1.25,0.53,0.87,0.05,2.7,7.6,E,,
559,MARIO VS. DONKEY KONG: MINI-LAND MAYHEM!,2010-01-01,Puzzle,1.63,0.52,0.35,0.18,2.69,7.8,E,,
562,YOKAI WATCH 2 SHINUCHI,2014-01-01,Role-Playing,0,0,2.68,0,2.68,,,,
570,HANNAH MONTANA,2006-01-01,Action,1.59,0.8,0,0.26,2.65,6.5,E,,
573,MEDAL OF HONOR HEROES,2006-01-01,Shooter,0.86,1.11,0.01,0.66,2.65,6.7,T,7.9,71
574,SUPER MARIO BROS.: THE LOST LEVELS,1986-01-01,Platform,0,0,2.65,0,2.65,,,,
575,STAR WARS: SHADOWS OF THE EMPIRE,1996-01-01,Action,2,0.5,0.12,0.03,2.65,,,,
578,PAC-MAN: ADVENTURES IN TIME,2006-01-01,Fighting,0.76,1.1,0.12,0.65,2.63,,,,
579,HALO WARS,2009-01-01,Strategy,1.53,0.82,0.04,0.24,2.63,8.1,T,7.3,82
582,MARIO STRIKERS CHARGED,2007-01-01,Sports,1.07,1.06,0.24,0.25,2.62,7.7,E10,8.1,79
586,STYLE SAVVY,2008-01-01,Simulation,0.63,0.84,0.96,0.19,2.61,7.6,E,,
588,SUPER MARIO ALL-STARS: LIMITED EDITION,2010-01-01,Platform,1.02,0.52,0.92,0.14,2.6,7.2,E,,
589,STREETS OF RAGE,1990-01-01,Action,1.86,0.55,0.11,0.08,2.6,,,,
591,RATCHET & CLANK FUTURE: TOOLS OF DESTRUCTION,2007-01-01,Platform,0.93,1.12,0.08,0.45,2.59,8.9,E10,8.8,89
594,KILLZONE: SHADOW FALL,2013-01-01,Shooter,0.89,1.33,0.07,0.28,2.58,9,M,6.8,73
598,RATCHET & CLANK: UP YOUR ARSENAL,2004-01-01,Platform,1.31,0.74,0.31,0.22,2.57,9.1,T,9.1,91
599,ART ACADEMY,2010-01-01,Misc,0.28,1.68,0.33,0.28,2.57,6.8,E,8,75
602,SONIC ADVENTURE 2 BATTLE,2001-01-01,Platform,1.7,0.59,0.21,0.07,2.56,6.8,E,8.4,73
603,DRAGON WARRIOR II,1987-01-01,Role-Playing,0.15,0,2.41,0,2.56,,,,
606,DECA SPORTS,2008-01-01,Sports,1.13,0.87,0.29,0.25,2.54,5.3,E,5.4,50
610,PERFECT DARK,2000-01-01,Action,1.55,0.75,0.16,0.06,2.52,5.3,T,8.6,79
611,GAME PARTY,2007-01-01,Misc,1.5,0.78,0,0.24,2.52,2.6,E,3.8,25
612,DRAGON WARRIOR,1986-01-01,Role-Playing,0.49,0,0.52,1.51,2.52,,,,
616,MARIO PARTY 2,1999-01-01,Misc,1.28,0.14,1.08,0.01,2.5,,,,
621,RESISTANCE 2,2008-01-01,Shooter,1.15,0.85,0.1,0.39,2.48,8.5,M,6.1,87
627,MARIO PARTY 4,2002-01-01,Misc,1.13,0.36,0.92,0.07,2.47,7,E,7.5,70
628,UDRAW STUDIO,2010-01-01,Misc,1.67,0.58,0,0.2,2.46,,,,
631,FINAL FANTASY TACTICS,1997-01-01,Role-Playing,0.93,0.12,1.34,0.06,2.45,8.8,T,,
632,TWISTED METAL 2,1996-01-01,Racing,2.12,0.25,0,0.07,2.44,8.7,T,,
633,HALO: COMBAT EVOLVED ANNIVERSARY,2011-01-01,Shooter,1.44,0.73,0.04,0.22,2.44,8,M,8.2,82
638,SONIC ADVENTURE,1998-01-01,Platform,1.26,0.61,0.46,0.08,2.42,4.2,E,7.2,50
642,CRASH BANDICOOT 3: WARPED,2001-01-01,Racing,22.08,10.5,8.52,1.68,42.78,9.3,E,,
642,ATV OFFROAD FURY,2001-01-01,Racing,2.07,0.26,0,0.08,2.41,8.4,E,8.3,82
642,DIDDY KONG RACING,2001-01-01,Racing,8.73,2.97,2.67,0.3,14.64,8.3,E,,
642,SUPER MARIO 64,2001-01-01,Racing,71.94,35.76,18.96,7.26,133.86,9,E,,
643,DINO CRISIS,1998-01-01,Action,0.81,0.76,0.7,0.14,2.41,7.2,M,8.5,59
647,TETRIS PLUS,1996-01-01,Puzzle,2.1,0.24,0,0.07,2.4,,,,
648,PRO WRESTLING,1987-01-01,Fighting,0.77,0.18,1.42,0.03,2.4,,,,
658,GUITAR HERO,2005-01-01,Misc,1.67,0.61,0.03,0.07,2.38,8,T,8.7,91
660,KINECT: DISNEYLAND ADVENTURES,2011-01-01,Misc,1.73,0.46,0.02,0.18,2.38,8.5,E10,3,73
661,WCW/NWO REVENGE,1998-01-01,Fighting,1.94,0.39,0.03,0.02,2.38,,,,
662,BLOODBORNE,2015-01-01,Action,1,0.76,0.26,0.36,2.38,8.2,M,8.9,92
665,YU-GI-OH! THE DUELISTS OF THE ROSES,2001-01-01,Misc,1.16,0.91,0,0.3,2.38,7,E,8,59
671,KINECT SPORTS: SEASON TWO,2011-01-01,Sports,1.38,0.74,0.02,0.22,2.36,6.6,E10,6.7,66
672,KIRBY'S DREAM LAND 2,1995-01-01,Platform,0.69,0.14,1.48,0.05,2.36,,,,
674,DONKEY KONG LAND II,1996-01-01,Platform,1.39,0.48,0.4,0.08,2.35,,,,
675,DRAGON WARRIOR MONSTERS,1998-01-01,Role-Playing,0,0,2.34,0.01,2.35,,,,
679,MY FITNESS COACH,2008-01-01,Sports,1.2,0.9,0,0.24,2.34,7.1,E,,
682,THE LEGEND OF ZELDA: MAJORA'S MASK 3D,2015-01-01,Action,1.14,0.54,0.47,0.17,2.32,9,E10,8.9,89
684,JUST DANCE KIDS,2010-01-01,Misc,1.57,0.56,0,0.19,2.32,,,,
688,WARIOWARE TOUCHED!,2004-01-01,Puzzle,0.52,0.45,1.21,0.13,2.31,7.8,E,,
689,NEED FOR SPEED: HIGH STAKES,1999-01-01,Racing,1.58,0.64,0,0.09,2.31,,,,
691,COOL BOARDERS 3,1998-01-01,Sports,1.65,0.46,0.1,0.1,2.31,,,,
693,GUILD WARS 2,2012-01-01,Action,0.95,1.06,0,0.29,2.3,,,8.1,90
694,POKEMON RANGER: SHADOWS OF ALMIA,2008-01-01,Role-Playing,0.95,0.54,0.62,0.18,2.3,6.7,E,8.3,68
697,GOD OF WAR: ASCENSION,2013-01-01,Action,1.23,0.68,0.04,0.34,2.29,,,7.6,80
701,YOKAI WATCH BUSTERS,2015-01-01,Action,0,0,2.28,0,2.28,,,,
706,TOCA TOURING CAR CHAMPIONSHIP,1997-01-01,Racing,0.07,2,0.02,0.18,2.28,,,,
707,PAPER MARIO: STICKER STAR,2012-01-01,Role-Playing,1.12,0.39,0.64,0.12,2.27,,,5.7,75
709,SUPER MONKEY BALL: BANANA BLITZ,2006-01-01,Misc,1.07,0.92,0.04,0.24,2.27,7.3,E,5.7,74
710,KIRBY: NIGHTMARE IN DREAM LAND,2002-01-01,Platform,1.22,0.1,0.91,0.04,2.27,8.1,E,8.8,81
711,WARIO LAND 4,2001-01-01,Platform,0.9,0.73,0.54,0.09,2.26,,,8.6,88
716,ONIMUSHA 2: SAMURAI'S DESTINY,2002-01-01,Adventure,0.62,0.44,1.06,0.13,2.25,8.5,M,9,84
717,COOL BOARDERS 2,1997-01-01,Sports,1.52,0.46,0.2,0.08,2.25,,,,
718,PAPER MARIO: THE THOUSAND-YEAR DOOR,2004-01-01,Role-Playing,1.48,0.25,0.46,0.06,2.25,9,E,9.1,87
721,DISSIDIA: FINAL FANTASY,2008-01-01,Fighting,0.51,0.51,0.91,0.32,2.25,8.1,T,8.7,79
722,SONIC ADVANCE,2001-01-01,Platform,1.19,0.71,0.22,0.13,2.24,,,8.1,87
723,SPYRO: SEASON OF ICE,2001-01-01,Platform,1.29,0.83,0,0.11,2.23,,,7.9,74
724,TEENAGE MUTANT NINJA TURTLES II: THE ARCADE GAME,1990-01-01,Action,1.74,0.25,0.21,0.03,2.23,,,,
726,DANCE DANCE REVOLUTION X2,2009-01-01,Simulation,1.09,0.85,0,0.28,2.23,,,,
727,NEW SUPER LUIGI U,2013-01-01,Platform,1.27,0.62,0.18,0.16,2.22,7.8,E,7.9,77
729,SCRIBBLENAUTS,2009-01-01,Puzzle,1.71,0.32,0.02,0.18,2.22,8.2,E10,7.6,79
730,THE LEGEND OF ZELDA: LINK'S AWAKENING DX,1998-01-01,Adventure,1,0.63,0.45,0.13,2.22,9.4,E,,
734,DEVIL MAY CRY 3: DANTE'S AWAKENING SPECIAL EDITION,2006-01-01,Action,1.06,0.82,0.05,0.28,2.21,7.1,M,,
741,HIGH SCHOOL MUSICAL: MAKIN' THE CUT!,2007-01-01,Puzzle,1.06,0.91,0,0.23,2.2,7.3,E,,
742,LITTLEBIGPLANET,2011-01-01,Action,3.44,3.29,0.18,1.59,8.5,8.6,E,6.8,95
743,SAINTS ROW,2006-01-01,Action,1.17,0.78,0.02,0.22,2.19,8,M,7.5,81
745,KIRBY'S PINBALL LAND,1992-01-01,Misc,0.87,0.17,1.1,0.05,2.19,,,,
748,YU-GI-OH: DUEL MONSTERS 4,2000-01-01,Role-Playing,0,0,2.17,0.01,2.18,,,,
749,ATV OFFROAD FURY 2,2002-01-01,Racing,1.92,0.2,0,0.06,2.18,8.7,E,8.7,82
750,FORZA MOTORSPORT 5,2013-01-01,Racing,1.21,0.78,0.01,0.17,2.18,,,6,79
752,POKEMON RANGER,2006-01-01,Role-Playing,1.29,0.04,0.73,0.12,2.18,6.6,E,7.5,69
753,MARIO & LUIGI: SUPERSTAR SAGA,2003-01-01,Role-Playing,1.48,0.17,0.47,0.06,2.17,8.8,E,9,90
755,STAR WARS: ROGUE SQUADRON,1998-01-01,Simulation,1.6,0.46,0.08,0.03,2.17,9,T,,
757,THE SIMS: HOUSE PARTY,2001-01-01,Simulation,1.23,0.83,0,0.1,2.16,,,7.7,74
758,YOUR SHAPE FEATURING JENNY MCCARTHY,2009-01-01,Sports,1.51,0.47,0,0.18,2.16,6,E,,
761,VOLLEYBALL,1987-01-01,Sports,0.14,0.03,1.98,0,2.15,,,,
763,CALL OF DUTY: ROADS TO VICTORY,2007-01-01,Shooter,0.52,1.03,0,0.59,2.14,6.1,T,7.5,64
764,SUPER MARIO RPG: LEGEND OF THE SEVEN STARS,1996-01-01,Role-Playing,0.66,0,1.45,0.03,2.14,9.5,E,,
765,MAHJONG,1983-01-01,Misc,0.01,0,2.13,0,2.14,,,,
766,R.C. PRO-AM,1988-01-01,Racing,1.47,0.38,0.19,0.1,2.14,,,,
769,DANCE DANCE REVOLUTION EXTREME,2004-01-01,Simulation,1.04,0.81,0,0.27,2.13,,,8.5,77
770,TETRIS DS,2006-01-01,Puzzle,0.64,0.07,1.35,0.08,2.13,8.5,E,8.2,84
771,FINAL FANTASY TACTICS ADVANCE,2003-01-01,Role-Playing,0.82,0.37,0.89,0.05,2.13,8.9,E,9.2,87
775,KIRBY'S EPIC YARN,2010-01-01,Platform,1.47,0.09,0.45,0.11,2.12,8.7,E,8.5,86
783,MARIO SPORTS MIX,2010-01-01,Sports,0.9,0.45,0.63,0.13,2.11,6,E,7.6,64
787,PARASITE EVE,1998-01-01,Role-Playing,0.94,0.07,1.05,0.04,2.1,7.9,M,,
789,PROJECT GOTHAM RACING (JP WEEKLY SALES),2002-01-01,Action,1.54,0.44,0.04,0.07,2.1,,,,
790,NEED FOR SPEED: MOST WANTED 5-1-0,2005-01-01,Racing,1.77,0.13,0.02,0.18,2.1,7.4,E10,7.8,72
792,DEVIL MAY CRY 3: DANTE'S AWAKENING,2005-01-01,Action,0.99,0.63,0.29,0.19,2.09,8.6,M,9,84
800,METAL GEAR SOLID: PEACE WALKER,2010-01-01,Action,0.46,0.42,0.96,0.25,2.09,8.6,T,8.8,89
801,WORLD OF WARCRAFT: CATACLYSM,2010-01-01,Role-Playing,1.77,0.32,0,0,2.08,9,T,5.6,90
804,DANCE DANCE REVOLUTION: HOTTEST PARTY,2007-01-01,Simulation,1.36,0.52,0,0.2,2.08,,,,
805,MARIO PARTY 5,2003-01-01,Misc,0.97,0.33,0.73,0.06,2.08,5.9,E,8,69
808,WARCRAFT: ORCS & HUMANS,1994-01-01,Strategy,0.89,1.08,0,0.11,2.08,,,,
810,SPEC OPS: AIRBORNE COMMANDO,2002-01-01,Shooter,1.54,0.46,0,0.08,2.07,,,,
811,KINGDOM HEARTS: BIRTH BY SLEEP,2010-01-01,Role-Playing,0.63,0.42,0.75,0.26,2.07,7.9,E10,8.9,82
814,YU-GI-OH! THE ETERNAL DUELIST SOUL,2001-01-01,Strategy,1.64,0.36,0,0.07,2.07,,,,
818,POKEMON MYSTERY DUNGEON: RED/BLUE RESCUE TEAM,2005-01-01,Role-Playing,0.71,0.52,0.74,0.08,2.06,,,,
820,R4: RIDGE RACER TYPE 4,1998-01-01,Racing,0.68,0.46,0.79,0.13,2.06,9.1,E,,
822,MARIO & LUIGI: DREAM TEAM,2013-01-01,Role-Playing,0.89,0.57,0.46,0.13,2.06,8,E10,8.1,81
826,POKÉMON MYSTERY DUNGEON: BLUE RESCUE TEAM,2005-01-01,Role-Playing,1.16,0.06,0.83,0,2.05,,,,
827,SONIC MEGA COLLECTION,2002-01-01,Misc,1.47,0.48,0.05,0.06,2.05,7.5,E,8.6,75
830,PGR4 - PROJECT GOTHAM RACING 4,2007-01-01,Racing,0.48,1.29,0.02,0.25,2.05,8.6,E,,
831,KINGDOM HEARTS 358/2 DAYS,2009-01-01,Role-Playing,1.11,0.27,0.53,0.14,2.04,7.5,E10,8.5,75
832,DANCE CENTRAL 2,2011-01-01,Misc,1.45,0.42,0.01,0.16,2.04,8.6,T,8.2,86
834,SOCOM: U.S. NAVY SEALS: COMBINED ASSAULT,2006-01-01,Shooter,1.74,0.02,0,0.28,2.04,,,8.3,72
839,1080°: TENEIGHTY SNOWBOARDING,1998-01-01,Sports,1.25,0.61,0.13,0.05,2.03,,,,
845,FORZA HORIZON,2012-01-01,Racing,0.82,0.98,0.04,0.18,2.02,,,8.5,85
846,TOUCHMASTER,2007-01-01,Puzzle,0.49,1.27,0,0.25,2.01,6.9,E10,5.7,71
849,FIRE EMBLEM: AWAKENING,2012-01-01,Role-Playing,0.89,0.45,0.53,0.13,2,9,T,9.1,92
850,DRIVECLUB,2014-01-01,Racing,0.35,1.31,0.02,0.33,2,7.2,E,6.2,71
853,TENCHU: STEALTH ASSASSINS,1997-01-01,Action,0.95,0.64,0.27,0.13,1.99,8.8,M,,
861,SONIC CLASSIC COLLECTION,2010-01-01,Platform,0.99,0.8,0,0.18,1.97,7.5,E,7.5,70
864,DEVIL MAY CRY 2,2003-01-01,Action,0.71,0.58,0.51,0.17,1.97,6.5,M,6.4,68
866,E.T.: THE EXTRA TERRESTRIAL,1981-01-01,Action,1.84,0.11,0,0.02,1.97,,,,
868,HOT SHOTS GOLF: OPEN TEE,2004-01-01,Sports,0.5,0.5,0.63,0.33,1.96,8.4,E10,8.7,81
869,RAD RACER,1986-01-01,Racing,1.13,0.37,0.41,0.05,1.96,,,,
870,SOCCER,1985-01-01,Sports,0.18,0.23,1.53,0.02,1.96,,,,
871,KIRBY SQUEAK SQUAD,2006-01-01,Platform,0.79,0.03,1.05,0.08,1.96,7.3,E,,
875,TOMB RAIDER II,2005-01-01,Action,3.21,3.71,0.2,0.41,7.53,7.6,T,,
881,SCOOBY DOO AND THE CYBER CHASE,2001-01-01,Adventure,0.59,1.23,0,0.13,1.94,,,,
882,ALLEYWAY,1989-01-01,Puzzle,0.96,0.38,0.55,0.05,1.94,,,,
883,DRAGON BALL Z: BUDOKAI 3,2004-01-01,Fighting,1.09,0.15,0.65,0.04,1.94,,,8.8,77
884,JET MOTO 2,1997-01-01,Racing,1.41,0.42,0.03,0.07,1.94,,,,
889,MORTAL KOMBAT II,1993-01-01,Fighting,1.48,0.39,0,0.06,1.93,,,,
890,VIRTUA FIGHTER 2,1995-01-01,Fighting,0.34,0.26,1.3,0.03,1.93,8.1,T,,
891,TETRIS DX,1998-01-01,Puzzle,1.06,0.6,0.2,0.07,1.93,,,,
894,MARIO SUPER SLUGGERS,2008-01-01,Sports,1.51,0,0.29,0.12,1.93,6.7,E,7.8,69
896,THE LEGEND OF ZELDA: ORACLE OF AGES,2001-01-01,Action,0.92,0.53,0.41,0.06,1.92,9.4,E,,
899,RED FACTION,2001-01-01,Shooter,0.76,0.96,0,0.2,1.92,5.4,M,8.1,78
900,THE SIMS: MAKIN' MAGIC,2003-01-01,Simulation,1.03,0.8,0,0.09,1.92,,,8.2,80
903,TOY STORY MANIA!,2009-01-01,Misc,1.06,0.67,0,0.18,1.92,,,6.4,49
904,MARIO PARTY 3,2000-01-01,Misc,0.72,0.16,1.01,0.02,1.91,7,E,8,74
906,GAME PARTY 2,2008-01-01,Misc,1.3,0.44,0,0.17,1.91,,,4.6,29
909,STAR WARS ROGUE LEADER: ROGUE SQUADRON II,2001-01-01,Simulation,1.03,0.75,0.03,0.09,1.9,9.2,T,8.5,90
913,YOKAI WATCH,2013-01-01,Role-Playing,0.21,0.3,1.33,0.04,1.89,7.7,E10,,
914,RATCHET & CLANK FUTURE: A CRACK IN TIME,2009-01-01,Platform,1.05,0.54,0.03,0.26,1.88,8.7,E10,8.9,87
915,YU-GI-OH! FORBIDDEN MEMORIES,1999-01-01,Role-Playing,1.37,0.44,0,0.08,1.88,7,E,,
917,HOT SHOTS GOLF 2,1999-01-01,Sports,0.25,0.12,1.48,0.03,1.88,,,,
918,MEDAL OF HONOR: EUROPEAN ASSAULT (ALL REGION SALES),2005-01-01,Shooter,0.89,0.69,0.09,0.21,1.88,,,,
921,STAR FOX ADVENTURES,2002-01-01,Adventure,0.96,0.53,0.3,0.09,1.87,8.1,T,7.8,82
922,FIFA 2000,1998-01-01,Sports,0.22,1.47,0.04,0.14,1.87,8.8,E,,
924,FINAL FANTASY XIII,2013-01-01,Platform,3.01,1.92,1.88,0.72,7.53,8,T,6,82
925,THE LEGEND OF ZELDA: ORACLE OF SEASONS,2001-01-01,Adventure,0.87,0.52,0.41,0.06,1.86,9.3,E,,
928,THE LEGEND OF DRAGOON,1999-01-01,Role-Playing,0.94,0.44,0.39,0.1,1.86,7.8,T,9.3,74
929,TUROK 2: SEEDS OF EVIL,1997-01-01,Platform,1.37,0.41,0.04,0.04,1.86,9,M,,
934,CHRONO CROSS,1999-01-01,Role-Playing,0.62,0.42,0.69,0.12,1.86,9.7,T,8.8,94
936,MARIO PARTY: ISLAND TOUR,2013-01-01,Misc,0.61,0.59,0.55,0.11,1.85,5.5,E,6,57
937,JAK 3,2004-01-01,Platform,1.33,0.49,0,0.03,1.85,,,8.7,84
939,KINGDOM HEARTS: CHAIN OF MEMORIES,2004-01-01,Role-Playing,1.26,0.18,0.35,0.06,1.85,7.4,E,8.8,76
940,PINBALL,1984-01-01,Action,0.8,0.19,0.83,0.03,1.85,,,,
941,INFAMOUS 2,2011-01-01,Action,1.05,0.49,0.08,0.23,1.85,8.1,T,8.5,83
942,GRAN TURISMO CONCEPT 2001 TOKYO,2001-01-01,Racing,0,1.1,0.42,0.33,1.84,,,,
943,DEMON'S SOULS,2009-01-01,Role-Playing,0.97,0.34,0.35,0.18,1.84,9.1,M,8.9,89
945,"HEY YOU, PIKACHU!",1998-01-01,Simulation,0.83,0.06,0.93,0,1.83,,,6.4,57
946,2 GAMES IN 1: SONIC ADVANCE & CHUCHU ROCKET!,2005-01-01,Misc,1.31,0.49,0,0.03,1.83,,,,
947,WORLD OF WARCRAFT: MISTS OF PANDARIA,2012-01-01,Role-Playing,0.84,0.76,0,0.23,1.83,,,5,82
948,JET MOTO,1996-01-01,Racing,1.33,0.4,0.03,0.07,1.83,,,,
950,SECRET OF MANA,1993-01-01,Role-Playing,0.25,0.07,1.49,0.02,1.83,9,E10,6,63
952,AIR COMBAT,1995-01-01,Simulation,0.92,0.33,0.52,0.05,1.83,7,E,,
953,KIRBY: TRIPLE DELUXE,2014-01-01,Platform,0.61,0.34,0.79,0.09,1.82,7.8,E,8.7,80
954,SONIC & KNUCKLES,1994-01-01,Platform,1.24,0.43,0.03,0.12,1.82,9,E,8.7,69
956,THE SIMS: HOT DATE,2001-01-01,Simulation,1.81,0,0,0,1.82,,,7.7,85
957,METROID PRIME 3: CORRUPTION,2007-01-01,Shooter,0.91,0.74,0.07,0.09,1.82,9,T,8.9,90
958,DRAGON QUEST VI: REALMS OF REVELATION,2010-01-01,Role-Playing,0.22,0.21,1.35,0.03,1.81,7.6,T,8.4,78
960,DDRMAX2: DANCE DANCE REVOLUTION,2003-01-01,Simulation,1.05,0.59,0,0.18,1.81,,,,
962,VIRTUA FIGHTER 4,2002-01-01,Fighting,0.78,0.44,0.56,0.04,1.81,9.3,T,8.1,94
965,SONIC ADVANCE 2,2002-01-01,Platform,0.93,0.59,0.21,0.07,1.8,,,8.2,83
971,BEYOND: TWO SOULS,2013-01-01,Adventure,0.52,0.88,0.06,0.34,1.79,,,7.9,72
972,KINECT STAR WARS,2012-01-01,Action,1.05,0.57,0.03,0.14,1.78,,,3.6,55
974,DRAGON QUEST MONSTERS: JOKER,2006-01-01,Role-Playing,0.23,0.03,1.49,0.03,1.78,7.6,E10,7.4,75
976,THE GETAWAY: BLACK MONDAY,2004-01-01,Action,0.39,1.01,0.02,0.36,1.78,,,7.6,57
977,PROFESSOR LAYTON AND THE MASK OF MIRACLE,2011-01-01,Puzzle,0.32,0.95,0.36,0.14,1.78,8.4,E10,,
983,WII PARTY U,2013-01-01,Misc,0.31,0.54,0.84,0.08,1.77,6.6,E,6.9,65
986,KIRBY 64: THE CRYSTAL SHARDS,2000-01-01,Platform,0.63,0.06,1.03,0.04,1.77,7.5,E,8.2,77
987,DEAD OR ALIVE 3,2001-01-01,Fighting,1.19,0.29,0.24,0.06,1.77,8.3,T,8.5,87
989,METROID II: RETURN OF SAMUS,1991-01-01,Adventure,0.85,0.31,0.56,0.04,1.76,7.3,E,,
992,GOLDEN SUN,2001-01-01,Role-Playing,0.93,0.38,0.4,0.06,1.76,9.1,E,9,91
993,SONIC THE HEDGEHOG 3,1994-01-01,Platform,1.02,0.47,0.2,0.07,1.76,,,,
994,KID ICARUS,1986-01-01,Platform,0.53,0.12,1.09,0.02,1.76,,,,
1000,2 GAMES IN 1 DOUBLE PACK: THE INCREDIBLES / FINDING NEMO: THE CONTINUING ADVENTURES,2007-01-01,Action,1.26,0.47,0,0.03,1.76,,,,
1004,STAR WARS: STARFIGHTER,2001-01-01,Simulation,0.61,0.87,0.02,0.26,1.76,,,6.3,71
1008,PRO EVOLUTION SOCCER,2001-01-01,Sports,0.06,0.9,0.53,0.27,1.75,,,,
1009,CRACKDOWN,2007-01-01,Shooter,1,0.54,0.03,0.18,1.75,8.4,M,8,83
1012,KIRBY'S ADVENTURE,1993-01-01,Platform,0.79,0.14,0.8,0.02,1.75,8.4,E,,
1013,COOKING MAMA 3: SHOP & CHOP,2009-01-01,Simulation,0.83,0.66,0.08,0.18,1.75,,,6,65
1014,DANCE DANCE REVOLUTION X,2008-01-01,Simulation,0.85,0.66,0.01,0.22,1.75,,,,
1016,STAR WARS EPISODE I: THE PHANTOM MENACE,1999-01-01,Adventure,0.72,0.89,0.04,0.1,1.74,,,,
1017,XENOSAGA EPISODE I: DER WILLE ZUR MACHT,2002-01-01,Role-Playing,0.63,0.49,0.45,0.17,1.74,8.7,T,8.6,83
1020,FORZA MOTORSPORT 6,2015-01-01,Racing,0.69,0.89,0.03,0.14,1.74,,,7.7,87
1022,CRUIS'N USA,1996-01-01,Racing,1.69,0.04,0,0.01,1.74,,,,
1025,UNCHARTED: GOLDEN ABYSS,2011-01-01,Shooter,0.59,0.75,0.13,0.27,1.74,7.9,T,7.5,80
1029,TWISTED METAL III,1998-01-01,Action,1.48,0.2,0,0.05,1.73,4.4,T,,
1032,CRASH BANDICOOT: THE HUGE ADVENTURE,2002-01-01,Platform,0.95,0.7,0,0.08,1.73,8.3,E,7.9,78
1035,THE ORDER: 1886,2015-01-01,Shooter,0.61,0.78,0.06,0.27,1.72,6.2,M,6.7,63
1037,CALL OF DUTY: WORLD AT WAR FINAL FRONTS,2008-01-01,Shooter,0.61,0.18,0,0.94,1.72,6.8,T,,
1038,IMAGINE: TEACHER,2008-01-01,Simulation,0.7,0.83,0,0.19,1.72,,,,
1041,STAR OCEAN: TILL THE END OF TIME,2003-01-01,Role-Playing,0.8,0.21,0.55,0.15,1.72,7.8,T,8.5,80
1042,THE SIMS 3: LATE NIGHT EXPANSION PACK,2010-01-01,Simulation,0.59,0.87,0,0.25,1.71,7.5,T,5.4,74
1043,GAME PARTY 3,2009-01-01,Puzzle,1.43,0.16,0,0.12,1.71,,,,
