rank,name,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,esrb_rating,userscore,metascore
14268,ROME: TOTAL WAR - GOLD EDITION,2006-01-01,Strategy,0,0.03,0,0.01,0.03,,,,
14270,MYSTERY CASE FILES: RAVENHEARST,2007-01-01,Puzzle,0.01,0.02,0,0.01,0.03,,,,
14271,YOKAI WATCH DANCE: JUST DANCE SPECIAL VERSION,2015-01-01,Misc,0,0,0.03,0,0.03,,,,
14272,RIVER KING: MYSTIC VALLEY (JP SALES),2007-01-01,Sports,0,0,0.03,0,0.03,,,,
14274,JIG-A-PIX: WILD WORLD,2009-01-01,Puzzle,0.03,0.01,0,0,0.03,,,,
14275,BEST FRIENDS TONIGHT,2010-01-01,Misc,0.03,0,0,0,0.03,,,,
14279,.HACK: SEKAI NO MUKOU NI + VERSUS,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14280,SEA PARK TYCOON,2010-01-01,Simulation,0.02,0.01,0,0,0.03,,,,
14283,MAME GOMA: HONOBO NO NIKKI,2007-01-01,Simulation,0,0,0.03,0,0.03,,,,
14285,NANCY DREW: ALIBI IN ASHES,2011-01-01,Adventure,0.03,0,0,0,0.03,,,,
14287,ULTIMATE BLOCK PARTY,2004-01-01,Puzzle,0.03,0,0,0,0.03,,,,
14288,DISNEY'S HIDE & SNEAK,2003-01-01,Action,0.03,0.01,0,0,0.03,4.7,E,,
14290,NOBUNAGA NO YABOU: KAKUSHIN WITH POWER-UP KIT,2008-01-01,Strategy,0,0,0.03,0,0.03,,,,
14291,RAW DANGER!,2006-01-01,Action,0.02,0.01,0,0,0.03,,,8.7,63
14292,ARTHUR AND THE INVISIBLES,2007-01-01,Adventure,0.03,0,0,0,0.03,3.1,E,5.6,66
14293,FLIPPER CRITTERS,2007-01-01,Simulation,0.03,0,0,0,0.03,,,,
14294,MEDAROT 9: KABUTO VER. / KUWAGATA VER.,2015-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14295,MONSTER RANCHER HOP-A-BOUT,2000-01-01,Action,0.02,0.01,0,0,0.03,,,,
14296,FOTO SHOWDOWN,2010-01-01,Role-Playing,0.03,0,0,0,0.03,,,,
14297,CUSTOM BEAT BATTLE: DRAGLADE 2,2008-01-01,Fighting,0,0,0.03,0,0.03,,,,
14302,MEN OF WAR,2009-01-01,Strategy,0.01,0.02,0,0.01,0.03,9,M,8,80
14304,METROID PRIME: FEDERATION FORCE,2016-01-01,Action,0.02,0.01,0.01,0,0.03,6.3,T,5.4,64
14305,GUNGRIFFON: ALLIED STRIKE,2004-01-01,Simulation,0.02,0.01,0,0,0.03,,,,
14307,VITAMIN X EVOLUTION,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14308,SARU! GET YOU! SARUSARU DAISAKUSEN,2007-01-01,Platform,0,0,0.03,0,0.03,,,,
14309,SONIC BOOM: FIRE & ICE,2016-01-01,Platform,0.03,0,0,0,0.03,6.9,E,7.1,62
14310,THE FLINTSTONES: BIG TROUBLE IN BEDROCK,2001-01-01,Platform,0.02,0.01,0,0,0.03,4,E,,
14311,HALLOWED LEGENDS: SAMHAIN,2011-01-01,Adventure,0,0.02,0,0.01,0.03,,,,
14313,SEKAI NO HATE MADE ITTE Q! CHINJUU HUNTER MONO NO DAIBOUKEN,2010-01-01,Misc,0,0,0.03,0,0.03,,,,
14316,GAKUSEN TOSHI ASTERISK FESTA: HOUKA KENRAN,2016-01-01,Fighting,0,0,0.03,0,0.03,,,,
14317,BEATMANIA IIDX 14 GOLD,2008-01-01,Simulation,0,0,0.03,0,0.03,,,,
14319,TORIKO: ULTIMATE SURVIVAL,2013-01-01,Action,0,0,0.03,0,0.03,,,,
14320,BIG ICHIGEKI! PACHI-SLOT TAIKOURYKU UNIVERSAL MUSEUM,1996-01-01,Misc,0,0,0.03,0,0.03,,,,
14321,VEGAS CASINO,2007-01-01,Misc,0.03,0,0,0,0.03,,,,
14323,MADOU MONOGATARI,1998-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14326,TORK: PREHISTORIC PUNK,2005-01-01,Platform,0.02,0.01,0,0,0.03,,,6.2,62
14327,TOGAINU NO CHI: TRUE BLOOD,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14328,ONNA NO KO TO MISSHITSU NI ITARA **SHICHAU KAMOSHIRENAI,2012-01-01,Adventure,0,0,0.03,0,0.03,,,,
14329,CHICKEN SHOOT 2,2005-01-01,Adventure,0.02,0.01,0,0,0.03,,,,
14330,NEVERWINTER NIGHTS,2002-01-01,Role-Playing,0,0.03,0,0.01,0.03,8.7,T,8.1,91
14331,EAST INDIA COMPANY COLLECTION,2010-01-01,Misc,0,0.03,0,0,0.03,,,,
14333,THE INNER WORLD,2013-01-01,Adventure,0,0.03,0,0,0.03,,,2.4,77
14334,PACHINKO KAMEN RIDER: SHOCKER ZENMETSU DAISAKUSEN,2008-01-01,Misc,0,0,0.03,0,0.03,,,,
14335,UNDERGROUND POOL,2007-01-01,Sports,0.03,0,0,0,0.03,,,,
14337,CLASSIC DUNGEON: FUYOKU NO MASOUJIN,2010-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14339,JIKKYOU POWERFUL PRO YAKYUU 10,2015-01-01,Role-Playing,0,0,0.61,0,0.61,,,,
14340,RAMPO,1995-01-01,Adventure,0,0,0.03,0,0.03,,,,
14341,RIVER CITY SUPER SPORTS CHALLENGE,2010-01-01,Sports,0.01,0,0.02,0,0.03,,,,
14342,MY PET SHOP (JP SALES),2008-01-01,Simulation,0,0,0.03,0,0.03,,,,
14344,KONAMI CLASSICS SERIES: ARCADE HITS,2007-01-01,Misc,0.01,0,0.02,0,0.03,,,,
14348,SINGSTAR CHARTBREAKER,2009-01-01,Misc,0,0.02,0,0.01,0.03,,,,
14349,HIIRO NO KAKERA 2: HISUI NO SHIZUKU,2007-01-01,Adventure,0,0,0.03,0,0.03,,,,
14351,SORCERY SAGA: THE CURSE OF THE GREAT CURRY GOD,2013-01-01,Role-Playing,0,0,0.03,0,0.03,,,7.3,65
14352,SINGSTAR FUSSBALLHITS,2010-01-01,Misc,0,0.02,0,0.01,0.03,,,,
14353,A GOOD LIBRARIAN LIKE A GOOD SHEPHERD: LIBRARY PARTY,2015-01-01,Action,0,0,0.03,0,0.03,,,,
14354,DANCE FACTORY,2006-01-01,Action,0.02,0.01,0,0,0.03,,,6,56
14356,MONTESSORI MUSIC,2008-01-01,Misc,0.01,0.02,0,0,0.03,,,,
14357,TOTALLY SPIES!,2005-01-01,Platform,0.02,0.01,0,0,0.03,,,,
14359,NISHIJIN PACHINKO MONOGATARI 2,1996-01-01,Misc,0,0,0.03,0,0.03,,,,
14361,GAL GUN: DOUBLE PEACE,2015-01-01,Action,0,0.02,0.01,0,0.03,,,,
14362,PRIPARA & PRETTY RHYTHM: PRIPARA DE TSUKAERU OSHARE ITEM 1450!,2015-01-01,Action,0,0,0.03,0,0.03,,,,
14364,THE LEGEND OF HEROES III: SONG OF THE OCEAN,2006-01-01,Role-Playing,0.03,0,0,0,0.03,,,7.1,58
14365,DUNGEON MAKER: HUNTING GROUND,2006-01-01,Role-Playing,0.03,0,0,0,0.03,,,6.4,70
14366,MUSHIHIMESAMA FUTARI VER 1.5,2009-01-01,Shooter,0,0,0.03,0,0.03,,,,
14367,PSI-OPS: THE MINDGATE CONSPIRACY,2002-01-01,Racing,0.27,0.15,0,0.05,0.46,,,7.9,84
14369,LOCK ON: MODERN AIR COMBAT,2003-01-01,Simulation,0,0.03,0,0.01,0.03,,,7.5,76
14376,BROTHERS CONFLICT: BRILLIANT BLUE,2013-01-01,Adventure,0,0,0.03,0,0.03,,,,
14378,HAJIME NO IPPO: THE FIGHTING! (2014),2014-01-01,Sports,0,0,0.03,0,0.03,,,,
14379,EYESHIELD 21: FIELD SAIKYOU NO SENSHI TACHI,2007-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14381,TO LOVERU TROUBLE: WAKU WAKU! RINKANGAKKOU-HEN,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14382,MEDABOTS 9: METABEE / ROKUSHO,2015-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14383,DOODLE HEX,2008-01-01,Puzzle,0,0.03,0,0,0.03,,,,
14385,HAKUOKI ZUISOUROKU OMOKAGE HANA,2015-01-01,Action,0,0,0.03,0,0.03,,,,
14386,HEARTS OF IRON IV,2016-01-01,Strategy,0,0.03,0,0,0.03,,,7.1,83
14387,THINKSMART FAMILY!,2010-01-01,Misc,0.03,0,0,0,0.03,,,,
14392,OTOMETEKI KOI KAKUMEI * LOVE REVO,2006-01-01,Adventure,0,0,0.03,0,0.03,,,,
14394,TIMMY TIME,2011-01-01,Action,0,0.03,0,0,0.03,,,,
14396,BIGFOOT: COLLISION COURSE,2002-01-01,Platform,0.44,0,0,0.03,0.47,,,,
14397,AIRSHIP Q,2015-01-01,Platform,0,0,0.03,0,0.03,,,,
14399,OTOMEDIUS GORGEOUS,2008-01-01,Shooter,0,0,0.03,0,0.03,,,,
14400,JIKANDIA: THE TIMELESS LAND,2010-01-01,Role-Playing,0.03,0,0,0,0.03,,,,
14403,BOOT CAMP ACADEMY,2010-01-01,Action,0.03,0,0,0,0.03,,,,
14405,ZERO ESCAPE: VIRTUE'S LAST REWARD,2012-01-01,Adventure,0.03,0,0,0,0.03,9,M,8.8,84
14406,DARKSTALKERS RESURRECTION,2013-01-01,Fighting,0,0,0.03,0,0.03,,,6.4,82
14407,TAKE ON HELICOPTERS,2011-01-01,Simulation,0,0.02,0,0.01,0.03,,,6.7,70
14408,HIGHSCHOOL TERRA STORY,1998-01-01,Adventure,0,0,0.03,0,0.03,,,,
14409,EMERGENCY! DISASTER RESCUE SQUAD,2009-01-01,Simulation,0.03,0,0,0,0.03,,,,
14411,EMPIRE EARTH II,2005-01-01,Strategy,0,0.03,0,0,0.03,,,7.1,79
14412,SUGGOI! ARCANA HEART 2,2009-01-01,Fighting,0,0,0.03,0,0.03,,,,
14415,MOTHER GOOSE NO HIMITSU NO YAKATA,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14417,WINNING POST 7 2009,2009-01-01,Sports,0,0,0.03,0,0.03,,,,
14418,KNIGHTS OF HONOR,2004-01-01,Strategy,0,0.02,0,0.01,0.03,,,8.8,77
14419,PUZZLE & ACTION: TANT-R,1994-01-01,Misc,0,0,0.03,0,0.03,,,,
14423,BUBBLE BOBBLE EVOLUTION,2006-01-01,Puzzle,0.03,0,0,0,0.03,,,,
14424,CODENAME: PANZERS COLD WAR,2009-01-01,Strategy,0,0.02,0,0.01,0.03,,,,
14425,KEKKAISHI: KOKUBOUROU SHUURAI,2008-01-01,Action,0,0,0.03,0,0.03,,,,
14426,SHUGO CHARA! AMUNONIJIRO CHARA CHANGE,2008-01-01,Action,0,0,0.03,0,0.03,,,,
14427,GALLEON: ISLANDS OF MYSTERY,2004-01-01,Action,0.02,0.01,0,0,0.03,,,6.4,67
14428,RENAI 0 KILOMETER,2013-01-01,Adventure,0,0,0.03,0,0.03,,,,
14429,WORLD SPORTS COMPETITION,2009-01-01,Sports,0.02,0,0,0.01,0.03,,,,
14431,TANTEI JINGUUJI SABURO DS: KIENAI KOKORO,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14435,ALIA'S CARNIVAL! SACRAMENT,2015-01-01,Adventure,0,0,0.03,0,0.03,,,,
14436,NACHO LIBRE,2006-01-01,Action,0.03,0,0,0,0.03,,,,
14437,STORMLOVER,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14438,GENSOU SUIKODEN I & II,2006-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14439,GLORIA UNION,2011-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14440,EBIKORE PHOTO KANO KISS,2015-01-01,Action,0,0,0.03,0,0.03,,,,
14443,EYESHIELD 21: DEVILBATS DEVILDAYS,2006-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14444,JYUZAENGI: ENGETSU SANGOKUDEN,2012-01-01,Action,0,0,0.03,0,0.03,,,,
14445,SHIN SANGOKU MUSOU ONLINE: KAMISHOU RANBU,2010-01-01,Action,0,0,0.03,0,0.03,,,,
14446,DANCING BLADE II: TEARS OF EDEN,1999-01-01,Adventure,0,0,0.03,0,0.03,,,,
14447,KOKORO NO KOKORON,2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14449,BEATMANIA IIDX 13: DISTORTED,2007-01-01,Simulation,0,0,0.03,0,0.03,,,,
14451,GO! GO! HYPERGRIND,2003-01-01,Sports,0.02,0.01,0,0,0.03,6.5,T,,
14453,KAIDAN RESTAURANT: ZOKU! SHIN MENU 100-SEN,2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14454,HOT PIXEL,2007-01-01,Puzzle,0.03,0,0,0,0.03,5.7,T,7,55
14455,PEAK PERFORMANCE,1997-01-01,Racing,0.02,0.01,0,0,0.03,,,,
14456,DANCE DANCE REVOLUTION: HOTTEST PARTY 5,2011-01-01,Misc,0,0.03,0,0,0.03,,,,
14459,DOKIDOKI MAJO SHINPAN! 2,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14460,S.L.A.I.: STEEL LANCER ARENA INTERNATIONAL,2005-01-01,Simulation,0.01,0.01,0,0,0.03,,,7.8,66
14461,PET ALIEN: AN INTERGALACTIC PUZZLEPALOOZA,2007-01-01,Action,0.03,0,0,0,0.03,,,,
14463,BLOKUS PORTABLE: STEAMBOT CHAMPIONSHIP,2006-01-01,Puzzle,0.03,0,0,0,0.03,,,,
14464,RENAI REVENGE,2015-01-01,Adventure,0,0,0.03,0,0.03,,,,
14465,ZOBOOMAFOO: LEAPIN' LEMURS!,2001-01-01,Action,0.02,0.01,0,0,0.03,,,,
14466,ATELIER SHALLIE PLUS: ALCHEMISTS OF THE DUSK SEA,2016-01-01,Role-Playing,0,0,0.03,0,0.03,,,7.7,78
14467,DENNOU SENKI VIRTUAL-ON FORCE,2010-01-01,Fighting,0,0,0.03,0,0.03,,,,
14468,SINS OF A SOLAR EMPIRE,2008-01-01,Strategy,0,0.02,0,0.01,0.03,8.9,T,8.2,87
14469,GRAFFITI KINGDOM,2004-01-01,Role-Playing,0.01,0.01,0,0,0.03,7.2,E,7.1,71
14470,LANGRISSER: RE:INCARNATION TENSEI,2015-01-01,Role-Playing,0.02,0,0.01,0,0.03,1.5,T,,
14471,NETTOU! POWERFUL KOUSHIEN,2010-01-01,Sports,0,0,0.03,0,0.03,,,,
14473,GREAT EDO BLACKSMITH,2014-01-01,Adventure,0,0,0.03,0,0.03,,,,
14474,ARMORED CORE SL: SILENT LINE PORTABLE,2009-01-01,Simulation,0,0,0.03,0,0.03,5.8,T,,
14477,TO LOVERU TROUBLE: DOKI DOKI! RINKAIGAKKOU-HEN,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14478,LETHAL ENFORCERS I & II,1996-01-01,Shooter,0.02,0.01,0,0,0.03,,,,
14479,KLONOA 2: DREAM CHAMP TOURNAMENT,2002-01-01,Platform,0.02,0.01,0,0,0.03,8.1,E,8.8,78
14480,SHANTAE AND THE PIRATE'S CURSE,2015-01-01,Platform,0,0,0.03,0,0.03,7.7,E10,7.5,75
14481,MINNA NO GOLF JOU VOL.1,2007-01-01,Sports,0,0,0.03,0,0.03,,,,
14484,POWER RANGERS SUPER MEGAFORCE,2014-01-01,Action,0.01,0.01,0,0,0.03,,,6,43
14487,SUPER COLLAPSE! II,2004-01-01,Puzzle,0.02,0.01,0,0,0.03,,,,
14488,DUCATI WORLD RACING CHALLENGE,2001-01-01,Racing,0.02,0.01,0,0,0.03,2.4,E,,
14489,POP'N MUSIC 14 FEVER!,2007-01-01,Misc,0,0,0.03,0,0.03,,,,
14490,GOLDEN NUGGET CASINO / TEXAS HOLD 'EM DOUBLE PACK,2005-01-01,Misc,0.02,0.01,0,0,0.03,,,,
14491,JUDIE NO ATELIER: GURAMNAT NO RENKINJUTSU - TORAWARE NO MORITO,2010-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14492,LUX-PAIN (JP SALES),2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14494,SENKO NO RONDE DUO,2010-01-01,Fighting,0,0,0.03,0,0.03,,,,
14495,STARSHOT: SPACE CIRCUS FEVER,1998-01-01,Platform,0.02,0.01,0,0,0.03,5.2,E,,
14496,CHARLIE BLASTS TERRITORY,1999-01-01,Action,0.02,0.01,0,0,0.03,5.9,E,,
14497,BIG MOUNTAIN 2000,1998-01-01,Sports,0.02,0.01,0,0,0.03,,,,
14498,TOKIMEKI MEMORIAL GIRL'S SIDE 1ST LOVE PLUS,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14502,CODE GEASS: HANGYAKU NO LELOUCH,2007-01-01,Action,0,0,0.03,0,0.03,,,,
14503,GTR EVOLUTION,2008-01-01,Racing,0,0.02,0,0.01,0.03,,,8,83
14504,HUDSON X GREEEEN LIVE!? DEEEES!?,2010-01-01,Misc,0,0,0.03,0,0.03,,,,
14505,DAIBAKUSHOU: JINSEI GEKIJOU,1995-01-01,Misc,0,0,0.03,0,0.03,,,,
14506,MARBLE MADNESS / KLAX,2005-01-01,Puzzle,0.02,0.01,0,0,0.03,,,,
14507,DOWNSTREAM PANIC!,2008-01-01,Action,0.03,0,0,0,0.03,,,,
14508,DJ MAX PORTABLE 3,2010-01-01,Misc,0.01,0,0.02,0,0.03,,,,
14509,SUZUMIYA HARUHI NO CHOKURETSU,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14511,THE IDOLMASTER: GRAVURE FOR YOU! VOL. 5,2012-01-01,Misc,0,0,0.03,0,0.03,,,,
14512,S.Y.K RENSHOUDEN,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14513,CASINO CHAOS WITH LAS VEGAS PLAYERS COLLECTION,2011-01-01,Misc,0.03,0,0,0,0.03,,,,
14514,HIIRO NO KAKERA: SHIN TAMAYORI HIME DENSHOU - PIECE OF FUTURE,2011-01-01,Adventure,0,0,0.03,0,0.03,,,,
14515,KONPEKI NO KANTAI,1995-01-01,Strategy,0,0,0.03,0,0.03,,,,
14516,D.C.I.F.: DA CAPO INNOCENT FINALE,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14517,GALAXY ANGEL II: MUGEN KAIROU NO KAGI,2007-01-01,Strategy,0,0,0.03,0,0.03,,,,
14520,TENKA-BITO,2006-01-01,Strategy,0,0,0.03,0,0.03,,,,
14521,BRAHMA FORCE: THE ASSAULT ON BELTLOGGER 9,1996-01-01,Shooter,0.02,0.01,0,0,0.03,,,,
14524,KATEKYOO HITMAN REBORN! DS: ORE GA BOSS! SAIKYOU FAMILY TAISEN,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14526,ROBO PIT,1995-01-01,Fighting,0.02,0.01,0,0,0.03,,,,
14527,EMILY ARCHER AND THE CURSE OF TUTANKHAMUN,2011-01-01,Adventure,0,0.03,0,0,0.03,,,,
14528,STORY HOUR: ADVENTURES,2008-01-01,Adventure,0.03,0,0,0,0.03,,,,
14529,BRAID,2009-01-01,Platform,0,0.02,0,0.01,0.03,8.8,E10,7.8,93
14530,MUV-LUV ALTERNATIVE: TOTAL ECLIPSE,2013-01-01,Simulation,0,0,0.03,0,0.03,,,,
14534,HAKUOUKI,2008-01-01,Adventure,0,0,0.03,0,0.03,,,,
14535,"PRINCESS NATASHA: STUDENT, SECRET AGENT, PRINCESS",2006-01-01,Action,0.03,0,0,0,0.03,,,,
14536,ATOMIC BETTY,2005-01-01,Puzzle,0.02,0.01,0,0,0.03,6,E,7.9,62
14537,MONSTER HUNTER FRONTIER ONLINE: SEASON 10,2011-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14539,STREET JAM BASKETBALL,2004-01-01,Sports,0.02,0.01,0,0,0.03,,,8,35
14540,MASTER OF MONSTERS: DISCIPLES OF GAIA,1997-01-01,Strategy,0.02,0.01,0,0,0.03,,,,
14541,ARMORED CORE: LAST RAVEN PORTABLE,2010-01-01,Simulation,0,0,0.03,0,0.03,5,T,,
14543,COMMANDER: CONQUEST OF THE AMERICAS,2010-01-01,Strategy,0,0.02,0,0.01,0.03,,,5.2,68
14545,AFRO SAMURAI,2003-01-01,Platform,0.28,0.1,0,0.05,0.44,6.4,M,6.2,65
14547,VIRTUAL POOL: TOURNAMENT EDITION,2005-01-01,Sports,0.02,0.01,0,0,0.03,,,,
14549,NIPPON NO ASOKO DE,2008-01-01,Misc,0,0,0.03,0,0.03,,,,
14551,MAPLESTORY DS,2010-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14555,POPEYE: RUSH FOR SPINACH,2005-01-01,Platform,0.02,0.01,0,0,0.03,,,4.2,48
14557,BEYBLADE EVOLUTION,2013-01-01,Action,0.02,0.01,0,0,0.03,,,,
14559,BLUE BREAKER: KEN YORIMO HOHOEMI O,1996-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14560,BEATMANIA IIDX 15: DJ TROOPERS,2008-01-01,Simulation,0,0,0.03,0,0.03,,,,
14561,HEATHCLIFF! THE FAST AND THE FURRIEST,2010-01-01,Racing,0.03,0,0,0,0.03,,,,
14562,HYPERDIMENSION NEPTUNIA VS. SEGA HARD GIRLS: YUME NO GATTAI SPECIAL,2015-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14563,PLANET OF THE APES,2001-01-01,Action,0.02,0.01,0,0,0.03,,,4.2,41
14564,GEKIATSU!! PACHI GAME TAMASHI VOL. 1: CR EVANGELION - SHINJITSU NO TSUBASA,2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14566,DRAKE & JOSH: TALENT SHOWDOWN,2007-01-01,Adventure,0.03,0,0,0,0.03,,,,
14569,HISSATSU PACHINKO COLLECTION 3,1995-01-01,Misc,0,0,0.03,0,0.03,,,,
14571,JACK KEANE,2008-01-01,Adventure,0,0.02,0,0,0.03,,,6.9,69
14574,MAHJONG KAKUTOU CLUB: ZENKOKU TAISENBAN,2006-01-01,Misc,0,0,0.03,0,0.03,,,,
14575,HAYATE NO GOTOKU! NIGHTMARE PARADISE,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14578,NANASHI NO GAME ME,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14581,CASTLEVANIA: CURSE OF DARKNESS,2002-01-01,Action,0.27,0.17,0.05,0.05,0.54,7.2,M,7,74
14585,HAPPINESSCHARGE PRECURE! KAWARUN COLLECTION,2014-01-01,Misc,0,0,0.03,0,0.03,,,,
14588,DICE: DNA INTEGRATED CYBERNETIC ENTERPRISES,2005-01-01,Shooter,0.01,0.01,0,0,0.03,,,,
14589,BATTLEFIELD 1942: THE WW II ANTHOLOGY,2004-01-01,Shooter,0.01,0.01,0,0,0.03,,,,
14590,TREASURE GAUST: GAUST DIVER CRIMSON RED / DEEP PURPLE,2007-01-01,Action,0,0,0.03,0,0.03,,,,
14591,MEGPOID THE MUSIC#,2013-01-01,Misc,0,0,0.03,0,0.03,,,,
14595,GRID RUNNER,1996-01-01,Action,0.02,0.01,0,0,0.03,,,,
14596,SAIHAI NO YUKUE,2008-01-01,Strategy,0,0,0.03,0,0.03,,,,
14597,METAL DUNGEON,2002-01-01,Role-Playing,0.02,0.01,0,0,0.03,,,6,44
14600,TAGO AKIRA NO ATAMA NO TAISOU DAI-1-SHUU: NAZOTOKI SEKAI ISSHUU RYOKOU,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14603,GEKIDO ADVANCE: KINTARO'S REVENGE,2002-01-01,Action,0.02,0.01,0,0,0.03,7.7,T,7,70
14604,OZMAFIA!! -VIVACE-,2015-01-01,Adventure,0,0,0.03,0,0.03,,,,
14605,GIRLS ONLY,2010-01-01,Simulation,0.03,0,0,0,0.03,,,,
14607,POWER POKE DASH,2006-01-01,Sports,0,0,0.03,0,0.03,,,,
14608,HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES DS VOL. 4: SHINSEIKI EVANGELION - SAIGO NO MONO,2009-01-01,Misc,0,0,0.03,0,0.03,,,,
14609,DETECTIVE OPERA: MILKY HOLMES 2,2012-01-01,Adventure,0,0,0.03,0,0.03,,,,
14610,TURN IT AROUND,2006-01-01,Action,0.03,0,0,0,0.03,,,4.5,39
14611,BLAZE UNION: STORY TO REACH THE FUTURE,2010-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14612,VIEWTIFUL JOE 2,2016-01-01,Action,0.27,0.12,0,0.04,0.43,,,7.8,85
14613,MEDABOTS GIRLS MISSION: METABEE VER. / ROKUSHO VER.,2016-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14615,HIGURASHI NO NAKU KORO NI KIZUNA: DAI-YON-KAN - KIZUNA,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14616,BUFFY THE VAMPIRE SLAYER: WRATH OF THE DARKHUL KING,2003-01-01,Action,0.02,0.01,0,0,0.03,4.6,T,8.6,44
14617,MY HERO ACADEMIA: BATTLE FOR ALL,2016-01-01,Action,0,0,0.03,0,0.03,,,,
14619,NEW TOKYO LEGACY: OPERATION BABEL,2015-01-01,Role-Playing,0,0,0.03,0,0.03,,,,
14620,GEKIATSU!! PACHI GAME TAMASHI VOL. 2: CR EVANGELION - SHINJITSU NO TSUBASA,2011-01-01,Misc,0,0,0.03,0,0.03,,,,
14622,TRIPLE PACK: XBOX LIVE ARCADE COMPILATION,2011-01-01,Misc,0.03,0,0,0,0.03,,,,
14623,101-IN-1 SPORTS PARTY MEGAMIX,2010-01-01,Sports,0.02,0,0,0,0.03,,,,
14624,ROADSTERS,2000-01-01,Racing,0.02,0.01,0,0,0.03,3,E,,
14627,DEATHSMILES II,2010-01-01,Shooter,0,0,0.03,0,0.03,,,,
14629,CALCIO BIT,2006-01-01,Sports,0,0,0.03,0,0.03,,,,
14632,HYAKUMANTON NO BARA BARA,2010-01-01,Strategy,0,0,0.03,0,0.03,,,,
14634,THE GREAT MYSTERY HIDDEN OBJECT PACKAGE 5,2015-01-01,Adventure,0,0.03,0,0,0.03,,,,
14635,1000 COOKING RECIPES FROM ELLE À TABLE,2010-01-01,Misc,0,0.02,0,0,0.03,,,,
14636,HAJIME NO IPPO: THE FIGHTING,2002-01-01,Fighting,0,0,0.03,0,0.03,,,,
14638,STELLARIS,2016-01-01,Strategy,0,0.03,0,0,0.03,,,8,78
14639,SPECTRAL SOULS: RESURRECTION OF THE ETHEREAL EMPIRES,2005-01-01,Role-Playing,0.03,0,0,0,0.03,,,7.7,47
14640,SOKUKOKU NO KUSABI: HIIRO NO KAKERA 3 PORTABLE,2010-01-01,Adventure,0,0,0.03,0,0.03,,,,
14642,POPCAP HITS! VOL 2,2011-01-01,Misc,0,0.03,0,0,0.03,,,,
14643,AO NO KANATA NO FOUR RHYTHM,2016-01-01,Adventure,0,0,0.03,0,0.03,,,,
14644,MOTOR TREND PRESENTS LOTUS CHALLENGE,2003-01-01,Racing,0.02,0.01,0,0,0.03,,,,
14645,MYSTERY TRACKERS: THE VOID,2011-01-01,Puzzle,0,0.02,0,0.01,0.03,,,,
14647,BLEACH DS 4TH: FLAME BRINGER,2009-01-01,Action,0,0,0.03,0,0.03,,,,
14648,PACIFIC LIBERATOR,2009-01-01,Action,0.03,0,0,0,0.03,,,,
14649,BOTANICULA,2012-01-01,Adventure,0,0.02,0,0,0.03,,,8.4,82
14650,PARFAIT,2015-01-01,Adventure,0,0,0.03,0,0.03,,,,
14651,TAGO AKIRA NO ATAMA NO TAISOU DAI-2-SHUU: GINGA OUDAN NAZOTOKI ADVENTURE,2009-01-01,Adventure,0,0,0.03,0,0.03,,,,
14652,THE KING OF FIGHTERS PORTABLE '94~'98: CHAPTER OF OROCHI,2010-01-01,Fighting,0,0,0.03,0,0.03,,,,
