rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
40,Super Smash Bros. Brawl,Wii,2008,Fighting,6.75,2.61,2.66,1.02,13.04,Nintendo,9.2,9.7,T,T
41,Call of Duty: Black Ops,PS3,2010,Shooter,5.98,4.44,0.48,1.83,12.73,Activision,7,,T,
42,Animal Crossing: Wild World,DS,2005,Simulation,2.55,3.52,5.33,0.88,12.27,Nintendo,8.5,,E,
43,Mario Kart 7,3DS,2011,Racing,4.74,3.91,2.67,0.89,12.21,Nintendo,8.2,,E,
44,Halo 3,X360,2007,Shooter,7.97,2.83,0.13,1.21,12.14,Microsoft Game Studios,9.6,9.5,M,M
45,Grand Theft Auto V,PS4,2014,Action,3.8,5.81,0.36,2.02,11.98,Take-Two Interactive,9,9,M,M
47,Super Mario 64,N64,1996,Platform,6.91,2.85,1.91,0.23,11.89,Nintendo,9,,E,
48,Gran Turismo 4,PS2,2004,Racing,3.01,0.01,1.1,7.53,11.66,Sony Computer Entertainment,8.7,,E,
49,Super Mario Galaxy,Wii,2007,Platform,6.16,3.4,1.2,0.76,11.52,Nintendo,9.7,9.6,E,E
51,Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,6.16,2.04,2.69,0.29,11.18,Nintendo,9,,E,
52,Grand Theft Auto IV,X360,2008,Action,6.76,3.1,0.14,1.03,11.02,Take-Two Interactive,9.2,9,M,M
53,Gran Turismo,PS,1997,Racing,4.02,3.87,2.54,0.52,10.95,Sony Computer Entertainment,7.7,9.5,E,E
54,Super Mario 3D Land,3DS,2011,Platform,4.89,2.99,2.13,0.78,10.79,Nintendo,8.9,,E,
55,Gran Turismo 5,PS3,2010,Racing,2.96,4.88,0.81,2.12,10.77,Sony Computer Entertainment,8.3,,E,
56,Call of Duty: Modern Warfare 2,PS3,2009,Shooter,4.99,3.69,0.38,1.63,10.69,Activision,9,9,M,M
57,Grand Theft Auto IV,PS3,2008,Action,4.76,3.76,0.44,1.62,10.57,Take-Two Interactive,9.2,9,M,M
60,Super Mario 64,DS,2004,Platform,5.08,3.11,1.25,0.98,10.42,Nintendo,9,,E,
61,Just Dance 3,Wii,2011,Misc,6.05,3.15,0,1.07,10.26,Ubisoft,5.5,,E10,
62,Call of Duty: Ghosts,X360,2013,Shooter,6.72,2.63,0.04,0.82,10.21,Activision,6.9,,M,
63,Halo: Reach,X360,2010,Shooter,7.03,1.98,0.08,0.78,9.88,Microsoft Game Studios,9.3,,M,
64,Mario Kart 64,N64,1996,Racing,5.55,1.94,2.23,0.15,9.87,Nintendo,7.1,,E,
65,New Super Mario Bros. 2,3DS,2012,Platform,3.66,3.07,2.47,0.63,9.82,Nintendo,7.5,,E,
67,Final Fantasy VII,PS,1997,Role-Playing,3.01,2.47,3.28,0.96,9.72,Sony Computer Entertainment,8.4,9.5,T,T
68,Call of Duty: Ghosts,PS3,2013,Shooter,4.09,3.73,0.38,1.38,9.59,Activision,6.9,,M,
69,Just Dance 2,Wii,2010,Misc,5.84,2.89,0.01,0.78,9.52,Ubisoft,7.3,,E10,
70,Gran Turismo 2,PS,1999,Racing,3.88,3.42,1.69,0.5,9.49,Sony Computer Entertainment,9.2,,E,
71,Call of Duty 4: Modern Warfare,X360,2007,Shooter,5.91,2.38,0.13,0.9,9.32,Activision,7.3,9,T,M
72,Donkey Kong Country,SNES,1994,Platform,4.36,1.71,3,0.23,9.3,Nintendo,7.5,,E,
73,Minecraft,X360,2013,Misc,5.58,2.83,0.02,0.77,9.2,Microsoft Game Studios,5.5,,E10,
74,Animal Crossing: New Leaf,3DS,2012,Simulation,2.01,2.32,4.36,0.41,9.09,Nintendo,8.6,,E,
75,Mario Party DS,DS,2007,Misc,4.46,1.88,1.98,0.7,9.02,Nintendo,7.1,,E,
76,The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,5.03,2.86,0.1,0.85,8.84,Bethesda Softworks,8.6,9.1,M,M
77,Super Mario Kart,SNES,1992,Racing,3.54,1.24,3.81,0.18,8.76,Nintendo,10,,E,
78,FIFA 16,PS4,2015,Sports,1.11,6.06,0.06,1.26,8.49,Electronic Arts,8.5,,E,
79,Wii Party,Wii,2010,Misc,1.79,3.53,2.49,0.68,8.49,Nintendo,7,,E,
80,Halo 2,XB,2004,Shooter,6.82,1.53,0.05,0.08,8.49,Microsoft Game Studios,6.9,,M,
81,Mario Party 8,Wii,2007,Misc,3.81,2.3,1.58,0.73,8.42,Nintendo,6.5,,E,
84,The Sims 3,PC,2009,Simulation,0.98,6.42,0,0.71,8.11,Electronic Arts,5.6,,T,
85,GoldenEye 007,N64,1997,Shooter,5.8,2.01,0.13,0.15,8.09,Nintendo,5.5,,T,
86,Mario & Sonic at the Olympic Games,Wii,2007,Sports,2.58,3.9,0.66,0.91,8.06,Sega,7,,E,
87,Final Fantasy X,PS2,2001,Role-Playing,2.91,2.07,2.73,0.33,8.05,Sony Computer Entertainment,9,10,T,T
88,Final Fantasy VIII,PS,1999,Role-Playing,2.28,1.72,3.63,0.23,7.86,SquareSoft,8,,T,
90,Pac-Man,2600,1982,Puzzle,7.28,0.45,0,0.08,7.81,Atari,5,,E,
91,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.83,0.24,1.75,7.72,Take-Two Interactive,8.3,,M,
92,Super Mario Galaxy 2,Wii,2010,Platform,3.66,2.42,0.98,0.64,7.69,Nintendo,9.7,9.8,E,E
93,Star Wars Battlefront (2015),PS4,2015,Shooter,2.93,3.29,0.22,1.23,7.67,Electronic Arts,6.9,,T,
94,Call of Duty: Advanced Warfare,PS4,2014,Shooter,2.8,3.3,0.14,1.37,7.6,Activision,8.3,,M,
95,The Legend of Zelda: Ocarina of Time,N64,1998,Action,4.1,1.89,1.45,0.16,7.6,Nintendo,8.9,10,E,E
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,3.78,2.17,1.31,0.31,7.58,Sony Computer Entertainment,8.6,,E,
97,Super Mario Bros. 2,NES,1988,Platform,5.39,1.18,0.7,0.19,7.46,Nintendo,8.5,,E,
99,Call of Duty: World at War,X360,2008,Shooter,4.79,1.9,0,0.69,7.37,Activision,7.4,7.8,T,M
100,Battlefield 3,X360,2011,Shooter,4.46,2.13,0.06,0.69,7.34,Electronic Arts,8.5,,M,
101,The Legend of Zelda: Twilight Princess,Wii,2006,Action,3.83,2.19,0.6,0.7,7.31,Nintendo,9.5,9.6,T,T
103,Just Dance,Wii,2009,Misc,3.51,3.03,0,0.73,7.27,Ubisoft,5.4,,E10,
104,Battlefield 3,PS3,2011,Shooter,2.85,2.93,0.35,1.1,7.23,Electronic Arts,8.5,,M,
105,Need for Speed Underground,PS2,2003,Racing,3.27,2.83,0.08,1.02,7.2,Electronic Arts,8.6,,E,
106,Tekken 3,PS,1998,Fighting,3.27,2.22,1.4,0.29,7.16,Sony Computer Entertainment,9.6,,T,
107,Crash Bandicoot 3: Warped,PS,1998,Platform,3.68,1.75,1.42,0.28,7.13,Sony Computer Entertainment,9.3,,E,
108,Super Smash Bros. Melee,GC,2001,Fighting,4.41,1.04,1.39,0.22,7.07,Nintendo,9.2,,T,
109,Mario Kart 8,WiiU,2014,Racing,3.13,2.07,1.27,0.49,6.96,Nintendo,8.8,,E,
110,Fallout 4,PS4,2015,Role-Playing,2.47,3.15,0.24,1.1,6.96,Bethesda Softworks,8.4,,M,
111,Mario Kart: Double Dash!!,GC,2003,Racing,4.12,1.77,0.87,0.19,6.95,Nintendo,8.5,,E,
114,Need for Speed Underground 2,PS2,2004,Racing,2.71,3.02,0.08,1.09,6.9,Electronic Arts,8.3,,E,
115,Medal of Honor: Frontline,PS2,2002,Shooter,2.93,2.75,0.17,0.99,6.83,Electronic Arts,8,,T,
116,Uncharted 3: Drake's Deception,PS3,2011,Action,2.77,2.8,0.19,1.06,6.83,Sony Computer Entertainment,9.3,6.3,T,T
117,Crash Bandicoot,PS,1996,Platform,3.23,2.35,0.94,0.3,6.82,Sony Computer Entertainment,7.8,,E,
119,Gears of War 2,X360,2008,Shooter,4.15,1.92,0.06,0.64,6.76,Microsoft Game Studios,9.4,9.5,M,M
120,Uncharted 2: Among Thieves,PS3,2009,Action,3.27,2.25,0.21,1,6.73,Sony Computer Entertainment,9.5,9.6,T,T
121,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,3.1,2.3,0.28,1.04,6.72,Activision,7.3,9,T,M
123,Big Brain Academy,DS,2005,Misc,1.67,2.78,1.6,0.62,6.67,Nintendo,7.7,,E,
124,Red Dead Redemption,PS3,2010,Action,2.79,2.61,0.17,1.03,6.6,Take-Two Interactive,9.5,10,M,M
125,FIFA 15,PS4,2014,Sports,0.79,4.29,0.05,1.47,6.59,Electronic Arts,6.9,,E,
126,Donkey Kong Country Returns,Wii,2010,Platform,3.25,1.84,1.03,0.47,6.59,Nintendo,8.6,,E,
127,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,2.55,2.71,0.25,1.05,6.56,Bethesda Softworks,8.6,9.1,M,M
128,The Legend of Zelda,NES,1986,Action,3.74,0.93,1.69,0.14,6.51,Nintendo,9,,E,
129,Assassin's Creed III,PS3,2012,Action,2.64,2.56,0.16,1.14,6.5,Ubisoft,7.7,,M,
130,Halo: Combat Evolved,XB,2001,Shooter,4.98,1.3,0.08,0.07,6.43,Microsoft Game Studios,8.6,,M,
132,Kingdom Hearts,PS2,2002,Role-Playing,3.64,1.2,1.49,0.07,6.4,Sony Computer Entertainment,8.5,,E,
134,Halo 3: ODST,X360,2009,Shooter,4.34,1.35,0.06,0.61,6.36,Microsoft Game Studios,8.7,,M,
135,Red Dead Redemption,X360,2010,Action,3.7,1.97,0.09,0.57,6.34,Take-Two Interactive,9.5,10,M,M
136,Super Mario Sunshine,GC,2002,Platform,4.01,1.26,0.87,0.17,6.31,Nintendo,9.2,,E,
138,World of Warcraft,PC,2004,Role-Playing,0.07,6.21,0,0,6.28,Activision,9.2,8,T,T
139,Driver,PS,1999,Action,3.11,2.8,0.02,0.33,6.27,GT Interactive,8.5,,T,
140,Kinect Sports,X360,2010,Sports,3.92,1.78,0.03,0.51,6.24,Microsoft Game Studios,7.4,,E10,
141,Gears of War 3,X360,2011,Shooter,4.05,1.62,0.07,0.49,6.24,Microsoft Game Studios,9.1,,M,
142,Gears of War,X360,2006,Shooter,3.54,1.9,0.07,0.6,6.11,Microsoft Game Studios,8.8,9.4,M,M
143,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,2.45,2.01,0.87,0.72,6.05,Konami Digital Entertainment,9.5,7,M,M
145,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,2.63,1.74,0.83,0.83,6.03,Konami Digital Entertainment,9.3,9.8,M,M
146,Metal Gear Solid,PS,1998,Action,3.18,1.83,0.78,0.24,6.03,Konami Digital Entertainment,8.5,,M,
147,The Last of Us,PS3,2013,Action,2.41,2.28,0.28,1.01,5.99,Sony Computer Entertainment Europe,9.5,,M,
148,Final Fantasy XII,PS2,2006,Role-Playing,1.88,0,2.33,1.74,5.95,Square Enix,9.4,9.5,T,T
149,LittleBigPlanet,PS3,2008,Platform,2.8,2.05,0.17,0.9,5.92,Sony Computer Entertainment,8.6,9.2,E,E
150,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,0.66,0.69,4.35,0.15,5.84,Nintendo,8.6,,E10,
151,LEGO Star Wars: The Complete Saga,Wii,2007,Action,3.66,1.63,0,0.53,5.83,LucasArts,7.8,,E,
152,Resident Evil 2,PS,1998,Action,1.88,1.47,2.02,0.45,5.82,Virgin Interactive,5.9,,M,
153,Tekken 2,PS,1996,Fighting,2.26,1.89,1.36,0.23,5.74,Sony Computer Entertainment,9.1,,T,
154,Cooking Mama,DS,2006,Simulation,3.13,1.94,0.07,0.58,5.72,505 Games,6.6,,E,
155,Destiny,PS4,2014,Shooter,2.49,2.05,0.16,0.96,5.65,Activision,8.3,,T,
156,Tetris,NES,1988,Puzzle,2.97,0.69,1.81,0.11,5.58,Nintendo,7.5,,E,
157,Assassin's Creed II,PS3,2009,Action,2.54,1.95,0.21,0.87,5.57,Ubisoft,8.5,,M,
158,Super Smash Bros.,N64,1999,Fighting,2.95,0.6,1.97,0.04,5.55,Nintendo,8.4,,E,
159,Assassin's Creed,X360,2007,Adventure,3.28,1.65,0.07,0.55,5.55,Ubisoft,7.6,8,M,M
160,Batman: Arkham City,PS3,2011,Action,2.7,1.91,0.11,0.8,5.53,Warner Bros. Interactive Entertainment,9,,T,
161,Forza Motorsport 3,X360,2009,Racing,2.99,1.92,0.1,0.51,5.51,Microsoft Game Studios,9.2,9.8,E,E
162,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,0.47,0.57,4.13,0.34,5.5,Capcom,7,9.7,T,T
163,Super Mario Advance,GBA,2001,Platform,3.14,1.24,0.91,0.2,5.49,Nintendo,8.2,,E,
164,Mario Kart: Super Circuit,GBA,2001,Racing,2.62,1.64,0.99,0.23,5.47,Nintendo,9.3,,E,
165,Super Mario World,GBA,2001,Platform,3.21,1.11,0.95,0.2,5.46,Nintendo,8.5,,E,
166,Pokemon Stadium,N64,1999,Strategy,3.18,1.24,0.94,0.09,5.45,Nintendo,7.5,,E,
167,Call of Duty: World at War,PS3,2008,Shooter,2.72,1.87,0,0.84,5.43,Activision,7.4,7.8,T,M
168,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,2.07,2.29,0.24,0.82,5.42,Universal Interactive,6,,E,
169,Minecraft,PS3,2014,Misc,1.97,2.51,0,0.94,5.42,Sony Computer Entertainment,5.5,,E10,
170,Final Fantasy XIII,PS3,2009,Role-Playing,1.74,1.24,1.87,0.52,5.36,Square Enix,8,9.2,T,T
172,Pokemon Pinball,GB,1999,Misc,3.02,1.12,1.01,0.16,5.31,Nintendo,8.7,,E,
173,Assassin's Creed III,X360,2012,Action,3.13,1.71,0.03,0.44,5.3,Ubisoft,7.7,,M,
174,Final Fantasy IX,PS,2000,Role-Playing,1.62,0.77,2.78,0.14,5.3,SquareSoft,9.2,,T,
175,Final Fantasy X-2,PS2,2003,Role-Playing,1.92,1.08,2.11,0.17,5.29,Electronic Arts,8.3,,T,
176,Donkey Kong 64,N64,1999,Platform,3.33,0.79,1.09,0.06,5.27,Nintendo,9.3,,E,
177,Assassin's Creed II,X360,2009,Action,3.1,1.56,0.08,0.51,5.27,Ubisoft,8.5,,M,
178,Professor Layton and the Curious Village,DS,2007,Puzzle,1.22,2.48,1.03,0.52,5.26,Nintendo,8.7,,E,
179,Tomb Raider II,PS,1997,Action,2.3,2.46,0.2,0.28,5.24,Eidos Interactive,7.6,,T,
180,Madden NFL 2004,PS2,N/A,Sports,4.26,0.26,0.01,0.71,5.23,Electronic Arts,9.2,,E,
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,0.65,0.75,3.61,0.2,5.21,Square Enix,8.6,,T,
182,Diablo III,PC,2012,Role-Playing,2.43,2.15,0,0.62,5.2,Activision,9,,M,
183,Super Mario Bros. 3,GBA,2003,Platform,2.93,1.25,0.83,0.2,5.2,Nintendo,9.5,,E,
184,New Super Mario Bros. U,WiiU,2012,Platform,2.32,1.3,1.27,0.31,5.19,Nintendo,8.4,,E,
185,Super Mario Land 3: Wario Land,GB,1994,Platform,2.49,0.98,1.57,0.15,5.19,Nintendo,7.9,,E,
187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,1.9,1.83,0.95,0.49,5.17,Nintendo,9.1,,E,
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,2.1,0.74,2.2,0.11,5.15,Nintendo,8.8,,E,
189,Tomodachi Life,3DS,2013,Simulation,0.96,2.02,1.89,0.28,5.15,Nintendo,7.8,,E,
190,Mario & Sonic at the Olympic Games,DS,2008,Sports,1.64,2.48,0.44,0.58,5.14,Sega,7,,E,
191,Medal of Honor: Rising Sun,PS2,2003,Shooter,1.98,2.23,0.13,0.8,5.13,Electronic Arts,5.9,,T,
193,Fable III,X360,2010,Role-Playing,3.59,1.11,0.05,0.38,5.13,Microsoft Game Studios,7,,M,
194,Call of Duty: Advanced Warfare,XOne,2014,Shooter,3.21,1.53,0.01,0.38,5.13,Activision,8.3,,M,
195,Microsoft Flight Simulator,PC,1996,Simulation,3.22,1.69,0,0.2,5.12,Microsoft Game Studios,7,,E,
196,Guitar Hero II,PS2,2006,Misc,3.81,0.63,0,0.68,5.12,RedOctane,9.2,,T,
197,Resident Evil 5,PS3,2009,Action,1.96,1.43,1.08,0.65,5.11,Capcom,8.6,8.8,M,M
198,Grand Theft Auto V,XOne,2014,Action,2.66,2.01,0,0.41,5.08,Take-Two Interactive,9,9,M,M
199,Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,2.02,0.16,1.21,5.08,Take-Two Interactive,8.4,,M,
200,FIFA Soccer 11,PS3,2010,Sports,0.6,3.29,0.06,1.13,5.08,Electronic Arts,7,,E,
201,Super Mario Bros.,GB,1999,Platform,3.4,1.3,0.15,0.22,5.07,Nintendo,9,,E,
202,Resident Evil,PS,1996,Action,2.05,1.16,1.11,0.73,5.05,Virgin Interactive,7.2,,M,
203,Tony Hawk's Pro Skater,PS,1999,Sports,3.42,1.38,0.02,0.2,5.02,Activision,7.1,,E,
206,Spyro the Dragon,PS,1998,Platform,3.36,1.36,0.07,0.21,5,Sony Computer Entertainment,8.7,,E,
207,Link's Crossbow Training,Wii,2007,Shooter,3.06,1.18,0.29,0.46,5,Nintendo,6.9,,T,
208,Guitar Hero III: Legends of Rock,PS2,2007,Misc,3.49,0.01,0.01,1.48,4.98,Activision,8.2,8,T,T
209,Fallout 3,X360,2008,Role-Playing,3.39,1.03,0.09,0.44,4.96,Bethesda Softworks,8.8,8.6,M,M
211,Uncharted: Drake's Fortune,PS3,2007,Action,2.31,1.73,0.12,0.78,4.94,Sony Computer Entertainment,8.7,8.6,T,T
212,Madden NFL 06,PS2,2005,Sports,3.98,0.26,0.01,0.66,4.91,Electronic Arts,7.7,,E,
213,LEGO Star Wars: The Complete Saga,DS,2007,Action,2.89,1.54,0,0.46,4.9,LucasArts,7.8,,E,
214,Diddy Kong Racing,N64,1997,Racing,2.91,0.99,0.89,0.1,4.88,Nintendo,8.3,,E,
217,God of War III,PS3,2010,Action,2.74,1.36,0.12,0.63,4.84,Sony Computer Entertainment,9.2,9.4,M,M
218,StarCraft II: Wings of Liberty,PC,2010,Strategy,2.56,1.68,0,0.59,4.83,Activision,9.3,,T,
219,Assassin's Creed,PS3,2007,Adventure,1.91,2,0.09,0.83,4.83,Ubisoft,7.6,8,M,M
220,FIFA 15,PS3,2014,Sports,0.57,3.14,0.04,1.07,4.82,Electronic Arts,6.9,,E,
221,Crash Team Racing,PS,1999,Racing,2.57,1.57,0.44,0.21,4.79,Sony Computer Entertainment,9.2,,E,
222,FIFA 17,PS4,2016,Sports,0.28,3.75,0.06,0.69,4.77,Electronic Arts,8.8,,E,
223,Batman: Arkham City,X360,2011,Action,2.99,1.31,0.04,0.41,4.76,Warner Bros. Interactive Entertainment,9,,T,
224,Driver 2,PS,2000,Action,2.36,2.1,0.02,0.25,4.73,Atari,7,,T,
225,The Simpsons: Hit & Run,PS2,2003,Racing,1.73,2.19,0,0.79,4.7,Vivendi Games,7.7,,T,
226,Tony Hawk's Pro Skater 2,PS,2000,Sports,3.05,1.41,0.02,0.2,4.68,Activision,8,,E,
227,Animal Crossing: City Folk,Wii,2008,Simulation,1.87,1.12,1.32,0.37,4.68,Nintendo,7.1,8.8,E,E
228,The Lord of the Rings: The Two Towers,PS2,2002,Action,1.94,1.95,0.08,0.7,4.67,Electronic Arts,8.3,,T,
229,Forza Motorsport 4,X360,2011,Racing,2.08,2.04,0.06,0.47,4.64,Microsoft Game Studios,9.1,,E,
230,Tomb Raider,PS,1996,Action,2.29,1.97,0.13,0.24,4.63,Eidos Interactive,5,,T,
231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,3.06,1.12,0,0.44,4.62,Activision,8.2,8,T,T
232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,2.42,0.91,1.15,0.13,4.61,Nintendo,9.5,,E,
233,The Legend of Zelda: The Wind Waker,GC,2002,Action,2.6,0.99,0.89,0.13,4.6,Nintendo,9.3,,E10,
234,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,1.89,1.99,0.22,0.48,4.58,Sega,6.8,,E,
235,Luigi's Mansion: Dark Moon,3DS,2013,Action,1.78,1.39,1.1,0.3,4.58,Nintendo,8.6,,E,
236,Splatoon,WiiU,2015,Shooter,1.55,1.15,1.44,0.43,4.57,Nintendo,8.4,,E10,
237,The Last of Us,PS4,2014,Action,1.78,1.87,0.07,0.82,4.55,Sony Computer Entertainment,9.5,,M,
238,Guitar Hero III: Legends of Rock,X360,2007,Misc,3.19,0.92,0.01,0.42,4.53,Activision,8.2,8,T,T
239,Madden NFL 2005,PS2,2004,Sports,4.18,0.26,0.01,0.08,4.53,Electronic Arts,9.2,,E,
241,Madden NFL 07,PS2,2006,Sports,3.63,0.24,0.01,0.61,4.49,Electronic Arts,6.9,,E,
242,Spider-Man: The Movie,PS2,2002,Action,2.71,1.51,0.03,0.23,4.48,Activision,7.6,,E,
245,Call of Duty: Advanced Warfare,PS3,2014,Shooter,1.54,1.94,0.19,0.77,4.45,Activision,8.3,,M,
246,God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,4.45,Sony Computer Entertainment,9.3,,M,
247,Nintendo Land,WiiU,2012,Misc,2.55,1.11,0.46,0.33,4.44,Nintendo,7.8,,E10,
248,Michael Jackson: The Experience,Wii,2010,Misc,2.67,1.35,0.01,0.39,4.42,Ubisoft,5.6,,E10,
249,Tony Hawk's Pro Skater 3,PS2,2001,Sports,2.66,1.29,0.01,0.46,4.41,Activision,8.1,,E,
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,0.1,2.39,1.05,0.86,4.39,Konami Digital Entertainment,8.2,,E,
251,The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,2.82,1.05,0.13,0.4,4.39,Take-Two Interactive,9.2,,M,
253,Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,4.37,Electronic Arts,8.3,,T,
254,Resistance: Fall of Man,PS3,2006,Shooter,1.73,1.73,0.14,0.75,4.35,Sony Computer Entertainment,8.5,9.1,M,M
255,Sonic the Hedgehog,GEN,1991,Platform,3.03,0.91,0.26,0.13,4.34,Sega,7.7,,E,
256,Kingdom Hearts II,PS2,2005,Role-Playing,2.2,0.58,1.38,0.17,4.33,Square Enix,8.3,,E10,
258,Call of Duty: Advanced Warfare,X360,2014,Shooter,2.75,1.18,0,0.37,4.31,Activision,8.3,,M,
260,Fable II,X360,2008,Role-Playing,2.51,1.27,0.11,0.41,4.31,Microsoft Game Studios,9,9.3,M,M
261,Halo 5: Guardians,XOne,2015,Shooter,2.64,1.2,0.03,0.39,4.26,Microsoft Game Studios,8.6,,T,
262,Super Mario 3D World,WiiU,2013,Platform,2.11,1.11,0.72,0.3,4.25,Nintendo,9.5,,E,
263,Batman: Arkham Asylum,PS3,2009,Action,2.23,1.34,0.07,0.61,4.25,Eidos Interactive,9,,T,
264,Assassin's Creed: Revelations,PS3,2011,Action,1.41,2.02,0.1,0.72,4.24,Ubisoft,7.9,,M,
265,Namco Museum,GBA,2001,Misc,3,1.11,0.05,0.07,4.24,Namco Bandai Games,5.3,,E,
266,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,1.46,0,0.83,1.93,4.23,Konami Digital Entertainment,9,,M,
267,Daxter,PSP,2006,Platform,2.45,1.02,0,0.75,4.22,Sony Computer Entertainment,8.6,,E10,
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,1.7,2.27,0,0.23,4.21,Activision,9.3,,T,
269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,2.03,1.27,0.62,0.3,4.21,Nintendo,8.9,10,E,E
270,FIFA Soccer 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,4.21,Electronic Arts,7.6,,E,
271,EyeToy Play,PS2,2003,Misc,0.88,2.3,0.2,0.83,4.2,Sony Computer Entertainment,7.5,,E,
272,Uncharted 4: A Thief's End,PS4,2016,Shooter,1.3,2.07,0.18,0.65,4.2,Sony Computer Entertainment,9.2,,T,
273,Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.83,0.57,0.53,4.2,Sony Computer Entertainment,8.3,,E,
274,Assassin's Creed: Revelations,X360,2011,Action,2.25,1.47,0.04,0.43,4.19,Ubisoft,7.9,,M,
275,Street Fighter IV,PS3,2009,Fighting,2.02,1.06,0.58,0.53,4.19,Capcom,9.1,9,T,T
279,Frogger,PS,1997,Action,3.79,0.27,0,0.11,4.16,Hasbro Interactive,6.4,8,E,E
280,Madden NFL 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,4.14,Electronic Arts,9.1,,E,
282,Half-Life,PC,1997,Shooter,4.03,0,0.09,0,4.12,Vivendi Games,8.4,,M,
283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,1.65,0.61,1.76,0.09,4.12,Nintendo,9,,E,
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.14,1.2,0.37,0.4,4.1,Nintendo,9.4,,T,
287,Carnival Games,Wii,2007,Misc,2.13,1.5,0.05,0.42,4.1,Take-Two Interactive,4.2,,E,
288,Fallout 4,XOne,2015,Role-Playing,2.45,1.26,0.01,0.37,4.09,Bethesda Softworks,8.4,,M,
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,2.57,1.52,0,0,4.09,Activision,9.2,,T,
290,Fallout: New Vegas,X360,2010,Role-Playing,2.65,1.06,0.04,0.33,4.08,Bethesda Softworks,8.2,,M,
291,God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,Sony Computer Entertainment,9.3,9.8,M,M
292,Forza Motorsport 2,X360,2007,Racing,2.35,1.28,0.03,0.41,4.06,Microsoft Game Studios,9.1,,E,
293,World Soccer Winning Eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,4.06,Konami Digital Entertainment,8.9,,E,
295,Tekken Tag Tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,4.05,Namco Bandai Games,8.7,,T,
296,Far Cry 4,PS4,2014,Shooter,1.12,2.12,0.1,0.69,4.03,Ubisoft,8.4,,M,
297,Star Fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,4.03,Nintendo,9,,E,
298,Minecraft,PS4,2014,Misc,1.38,1.87,0.12,0.65,4.02,Sony Computer Entertainment Europe,5.5,,E10,
300,Fallout 3,PS3,2008,Role-Playing,2.15,1.2,0.07,0.59,4.01,Bethesda Softworks,8.8,8.6,M,M
301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.92,1.78,0.92,0.37,4,Nintendo,8.5,,E10,
302,Left 4 Dead 2,X360,2009,Shooter,2.67,0.89,0.05,0.37,3.99,Electronic Arts,9,,M,
304,EA Sports Active,Wii,2009,Sports,2.1,1.36,0.06,0.4,3.92,Electronic Arts,8.3,,E,
307,Tony Hawk's Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,3.9,Activision,8.7,,T,
308,Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.71,0.13,0.73,3.89,Ubisoft,8.3,,M,
309,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,0.67,0.49,2.62,0.11,3.89,Nintendo,8.8,,T,
310,MotorStorm,PS3,2006,Racing,1.53,1.61,0.06,0.67,3.88,Sony Computer Entertainment,8.2,,T,
311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.15,2.09,0,0.64,3.88,Bethesda Softworks,8.6,9.1,M,M
