rank,name,platform,year,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,publisher,critic_score,user_score,crtic_esrb_rating,user_esrb_rating
12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,0.05,0.02,0,0,0.06,Capcom,5.6,,E,
12284,Aggressive Inline,XB,2002,Sports,0.05,0.01,0,0,0.06,Acclaim Entertainment,7.3,,E,
12287,Frogger: Helmet Chaos,DS,2005,Platform,0.06,0,0,0,0.06,Konami Digital Entertainment,7,,E,
12292,XGRA: Extreme G Racing Association,PS2,2003,Racing,0.03,0.02,0,0.01,0.06,Acclaim Entertainment,7.4,,T,
12296,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,0.03,0.01,0.02,0,0.06,Tecmo Koei,5,,M,
12300,Max & the Magic Marker,DS,2011,Platform,0,0.06,0,0,0.06,Unknown,7,,E,
12301,Legend of the Dragon,Wii,2007,Fighting,0.06,0,0,0,0.06,Game Factory,2.9,,T,
12316,Rayman: Hoodlum's Revenge,GBA,2005,Platform,0.05,0.02,0,0,0.06,Ubisoft,6.2,,E,
12320,Octomania,Wii,2007,Puzzle,0.06,0,0,0,0.06,Midas Interactive Entertainment,6.7,,E,
12327,Crimson Gem Saga,PSP,2008,Role-Playing,0.06,0,0,0,0.06,Sega,7.3,8,T,T
12328,Legend of Kay,PS4,2015,Action,0.02,0.03,0,0.01,0.06,Nordic Games,7.2,,E10,
12331,Bomberman Land,PSP,2007,Misc,0.06,0,0,0.01,0.06,Hudson Entertainment,6,,E,
12333,Cel Damage,GC,2002,Racing,0.05,0.01,0,0,0.06,Electronic Arts,5.7,,T,
12334,Lego Batman 3: Beyond Gotham,PC,2014,Action,0,0.06,0,0.01,0.06,Warner Bros. Interactive Entertainment,7.4,,E10,
12340,Bionicle Heroes,DS,2006,Shooter,0.06,0,0,0,0.06,Eidos Interactive,4.7,,E10,
12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,0.05,0.02,0,0,0.06,Ubisoft,6.7,9,T,T
12349,Intellivision Lives!,GC,2004,Misc,0.05,0.01,0,0,0.06,Crave Entertainment,6.4,,E,
12362,Age of Empires Online,PC,2011,Strategy,0.01,0.04,0,0.01,0.06,Microsoft Game Studios,7,,E10,
12363,Alien Syndrome,Wii,2007,Role-Playing,0.06,0,0,0,0.06,Sega,4.9,,T,
12367,Legend of Kay,DS,2010,Action,0.06,0,0,0,0.06,JoWood Productions,7.2,,E10,
12368,Mystic Heroes,PS2,2002,Action,0.03,0.02,0,0.01,0.06,Tecmo Koei,6.8,,T,
12369,From The Abyss,DS,2008,Role-Playing,0.06,0,0,0,0.06,Nobilis,7.3,,E,
12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,0,0,0.06,0,0.06,Nintendo,6.4,,E,
12382,Sudoku Ball Detective,DS,2009,Puzzle,0.06,0,0,0,0.06,Playlogic Game Factory,5,,E10,
12383,LEGO Bionicle,GBA,2001,Platform,0.04,0.02,0,0,0.06,LEGO Media,6.4,,E,
12385,Blur,PC,2010,Racing,0.01,0.04,0,0.01,0.06,Activision,8.1,,E10,
12388,Spy Games: Elevator Mission,Wii,2007,Shooter,0.06,0,0,0,0.06,Tommo,2,,T,
12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,0.03,0.02,0,0.01,0.06,Tecmo Koei,6.8,,E10,
12397,Championship Surfer,PS,2000,Sports,0.03,0.02,0,0,0.06,Mattel Interactive,6.1,,E,
12398,Unreal Tournament III,PC,2007,Shooter,0,0.05,0,0.01,0.06,Midway Games,7.8,,M,
12401,The Next BIG Thing,PC,2011,Adventure,0,0.05,0,0.01,0.06,Focus Home Interactive,6.8,,E10,
12410,Call of Duty 2,PC,2005,Shooter,0,0.05,0,0.01,0.06,Activision,7,9.1,T,T
12418,MotoGP 10/11,X360,2011,Racing,0,0.05,0,0.01,0.06,Capcom,6,,E,
12419,Alone in the Dark,PS2,2008,Adventure,0.03,0.02,0,0.01,0.06,Atari,6.3,,M,
12420,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,0.03,0.02,0,0.01,0.06,PQube,7,,T,
12428,Devil's Third,WiiU,2015,Action,0.04,0.02,0,0.01,0.06,Nintendo,3.8,5.7,M,M
12434,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,0.04,0,0.01,0.01,0.06,Aksys Games,7.7,,M,
12436,Bubble Bobble: Old & New,GBA,2002,Puzzle,0.04,0.02,0,0,0.06,Empire Interactive,5.5,,E,
12442,Terraria,PS4,2014,Action,0,0.05,0.01,0.01,0.06,505 Games,7.8,,T,
12452,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,0.03,0,0.02,0.01,0.06,Aksys Games,7.7,,M,
12454,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,0,0.05,0,0.01,0.06,Namco Bandai Games,8,,M,
12457,Big Bang Mini,DS,2009,Shooter,0.05,0,0,0,0.06,SouthPeak Games,8,,E,
12463,X-Men: Destiny,DS,2011,Action,0.05,0.01,0,0,0.06,Activision,2,,E10,
12467,The Witcher,PC,2007,Role-Playing,0,0.05,0,0.01,0.06,Atari,7.9,,M,
12468,PenPen TriIceLon,DC,1998,Racing,0,0,0.06,0,0.06,Infogrames,5.8,,E,
12474,Vexx,GC,2003,Platform,0.05,0.01,0,0,0.06,Acclaim Entertainment,5.9,,T,
12478,Batman: Rise of Sin Tzu,GC,2003,Action,0.05,0.01,0,0,0.06,Ubisoft,5.5,,E,
12479,Sacred 2: Fallen Angel,PC,2008,Role-Playing,0,0.05,0,0.01,0.06,Ascaron Entertainment GmbH,7,,M,
12481,Dead Rising 2: Off the Record,PC,2011,Action,0.04,0.02,0,0.01,0.06,Capcom,6.8,,M,
12484,Disney Sports Skateboarding,GC,2002,Sports,0.05,0.01,0,0,0.06,Konami Digital Entertainment,2.6,,E,
12491,Pro Evolution Soccer 2012,PS2,2011,Action,0,0,0.06,0,0.06,Konami Digital Entertainment,7.5,,E,
12492,Terminator 3: The Redemption,XB,2004,Shooter,0.05,0.01,0,0,0.06,Atari,6.8,,T,
12499,ICO,PS3,2011,Action,0,0,0.06,0,0.06,Sony Computer Entertainment,8.8,,T,
12507,Brunswick Circuit Pro Bowling,N64,1999,Sports,0.05,0.01,0,0,0.06,THQ,8.2,,E,
12515,Bust-A-Move '99,N64,1998,Puzzle,0.05,0.01,0,0,0.06,Acclaim Entertainment,7.7,,E,
12536,Ivy the Kiwi?,Wii,2010,Puzzle,0.04,0.02,0,0,0.06,Rising Star Games,7.3,,E,
12542,Need for Speed: Shift,PC,2009,Racing,0,0.05,0,0.01,0.06,Electronic Arts,8.2,,E,
12547,Darksiders II,XOne,2015,Action,0.03,0.02,0,0.01,0.06,Nordic Games,7.8,,M,
12549,Create,PC,2010,Action,0.04,0.01,0,0.01,0.06,Electronic Arts,6,,E,
12550,Guilty Gear X: Advance Edition,GBA,2002,Fighting,0.04,0.02,0,0,0.06,Sammy Corporation,7.3,,T,
12552,Zoo Tycoon 2,PC,2004,Strategy,0,0.05,0,0.01,0.06,Microsoft Game Studios,7.2,,E,
12555,Rooms: The Main Building,Wii,2010,Adventure,0.06,0,0,0,0.06,Hudson Soft,7,,E,
12560,Carol Vorderman's Sudoku,PSP,2006,Puzzle,0.05,0,0,0.01,0.06,Xplosiv,7.4,,E,
12573,DuckTales: Remastered,WiiU,2013,Action,0.05,0,0,0,0.06,Capcom,8.6,,E,
12574,LEGO Batman: The Videogame,PC,2008,Action,0.02,0.03,0,0.01,0.06,Warner Bros. Interactive Entertainment,7.2,,E10,
12582,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,0.05,0,0,0,0.06,Success,6.9,,T,
12587,3D Lemmings,PS,1995,Puzzle,0.03,0.02,0,0,0.06,Psygnosis,7,,E,
12590,Resident Evil - Code: Veronica X,GC,2003,Action,0.05,0.01,0,0,0.06,Capcom,5.6,,M,
12591,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,0.04,0.02,0,0,0.06,BAM! Entertainment,8.1,,T,
12592,Back to the Future: The Game,Wii,2011,Adventure,0.05,0,0,0,0.06,Telltale Games,7,,T,
12595,Kelly Slater's Pro Surfer,GC,2002,Sports,0.05,0.01,0,0,0.06,Activision,8,,E,
12606,Worms 3D,XB,2003,Strategy,0.04,0.01,0,0,0.06,Sega,7.5,,T,
12614,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,0,0,0.06,0,0.06,Marvelous Entertainment,7,,T,
12617,Brave: A Warrior's Tale,Wii,2009,Action,0.05,0,0,0,0.06,SouthPeak Games,4.4,,E10,
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,0.01,0.04,0,0.01,0.06,THQ,8,,M,
12628,Captain America: Super Soldier,Wii,N/A,Action,0.05,0,0,0,0.06,Sega,5,,T,
12632,Gem Smashers,Wii,2011,Platform,0.05,0,0,0,0.06,Crave Entertainment,8,,E,
12642,Warriors Orochi 2,X360,2008,Action,0.04,0,0.01,0,0.06,Tecmo Koei,4.3,,T,
12647,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,0.03,0.02,0,0.01,0.06,Sony Computer Entertainment,8.4,,T,
12649,Tiger Woods PGA Tour 08,DS,2007,Sports,0.05,0,0,0,0.06,Electronic Arts,7.4,,E,
12653,Brave: A Warrior's Tale,X360,2009,Action,0.05,0.01,0,0,0.06,SouthPeak Games,4.4,,E10,
12657,The Saboteur,PC,2009,Action,0,0.05,0,0.01,0.06,Electronic Arts,7.1,,M,
12667,Fatal Frame,XB,2002,Action,0.04,0.01,0,0,0.06,Tecmo Koei,7.6,,T,
12671,Generation of Chaos,PSP,2005,Role-Playing,0.05,0,0,0,0.06,Midas Interactive Entertainment,5.9,,T,
12676,Resident Evil 2,GC,2003,Action,0.04,0.01,0,0,0.06,Capcom,5.9,,M,
12684,Vampire Rain: Altered Species,PS3,2008,Action,0.05,0,0,0,0.06,Ignition Entertainment,3.5,,M,
12686,Harry Potter and the Sorcerer's Stone,PC,2001,Action,0.01,0.04,0,0.01,0.06,Electronic Arts,6.6,,E,
12689,Catwoman,XB,2004,Action,0.04,0.01,0,0,0.06,Electronic Arts,4.6,,T,
12697,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,0.03,0.02,0,0.01,0.06,Nippon Ichi Software,6.6,,E10,
12701,Animorphs: Shattered Reality,PS,2000,Action,0.03,0.02,0,0,0.06,Infogrames,3.5,,E,
12705,Mirror's Edge,PC,2009,Platform,0,0.05,0,0.01,0.06,Electronic Arts,7.6,8.2,T,T
12714,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,0.04,0.01,0,0,0.06,Ubisoft,5.6,8.3,M,M
12717,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,0.05,0,0,0,0.06,Nippon Ichi Software,6.7,,E,
12718,Titan Quest,PC,2006,Role-Playing,0.01,0.04,0,0.01,0.06,THQ,7.6,,T,
12729,Lost Kingdoms II,GC,2003,Role-Playing,0.04,0.01,0,0,0.06,Activision,6.6,,T,
12730,Aggressive Inline,GC,2002,Sports,0.04,0.01,0,0,0.06,Acclaim Entertainment,7.3,,E,
12733,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,0.04,0.01,0,0,0.06,Capcom,6.2,,T,
12734,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,0,0.05,0,0.01,0.06,Electronic Arts,8,,T,
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,0.05,0,0,0,0.06,Rising Star Games,6.1,,T,
12740,FIFA Soccer 06,DS,2005,Sports,0.05,0,0,0,0.06,Electronic Arts,7.6,,E,
12742,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,0.03,0.02,0,0,0.06,Sony Computer Entertainment,7.3,,T,
12745,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,0.04,0.01,0,0,0.06,Activision,6.4,,T,
12750,Dr. Muto,XB,2002,Platform,0.04,0.01,0,0,0.06,Midway Games,7.5,,T,
12752,Gothic 3,PC,2006,Role-Playing,0,0.05,0,0.01,0.06,JoWood Productions,6.8,,T,
12760,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,0.03,0.02,0,0.01,0.06,Warner Bros. Interactive Entertainment,6.4,,T,
12763,Myst,SAT,1994,Adventure,0,0,0.06,0,0.06,Sunsoft,8.9,,E,
12764,F1 2010,PC,2010,Racing,0,0.05,0,0.01,0.06,Codemasters,8,,E,
12772,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,0,0,0.05,0,0.06,Nintendo,7.5,,E,
12775,MotoGP,GBA,2002,Racing,0.04,0.01,0,0,0.06,THQ,2.7,,E,
12780,NBA Live 07,XB,2006,Sports,0.04,0.01,0,0,0.06,Electronic Arts,6,,E,
12783,BattleBots: Beyond the BattleBox,GBA,2002,Action,0.04,0.01,0,0,0.06,Vivendi Games,5.8,,E,
12797,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,0.04,0.01,0,0,0.06,Ubisoft,6.5,,M,
12809,GRID,DS,N/A,Racing,0.04,0.01,0,0,0.06,Codemasters,7.9,,E,
12814,Amazing Island,GC,2004,Strategy,0.04,0.01,0,0,0.06,Sega,7.1,,E,
12819,Activision Hits: Remixed,PSP,2006,Misc,0.05,0,0,0,0.06,Activision,7.4,,E,
12820,Death Jr. II: Root of Evil,PSP,2006,Platform,0.05,0,0,0,0.06,Konami Digital Entertainment,6.9,,T,
12821,Hail to the Chimp,X360,2008,Misc,0.05,0,0,0,0.06,Gamecock,7,,T,
12823,Legend of Kay,WiiU,2015,Action,0.03,0.02,0,0,0.05,Nordic Games,7.2,,E10,
12827,Captain America: Super Soldier,DS,N/A,Action,0.05,0,0,0,0.05,Sega,5,,T,
12829,Worms World Party,GBA,2002,Strategy,0.04,0.01,0,0,0.05,Ubisoft,8.1,,E,
12834,Speed Kings,XB,2003,Racing,0.04,0.01,0,0,0.05,Acclaim Entertainment,6.7,,E,
12838,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,0,0.04,0,0.01,0.05,Ubisoft,5,,T,
12840,Unsolved Crimes,DS,2008,Adventure,0.04,0.01,0,0,0.05,Empire Interactive,6,,T,
12853,DuckTales: Remastered,PS3,2013,Action,0.01,0.04,0,0.01,0.05,Capcom,8.6,,E,
12856,Dual Hearts,PS2,2002,Role-Playing,0.03,0.02,0,0.01,0.05,Sony Computer Entertainment,7.5,,E,
12871,NBA 2K17,X360,2016,Sports,0.04,0,0,0.01,0.05,Take-Two Interactive,8.8,,E,
12875,BlowOut,XB,2003,Shooter,0.04,0.01,0,0,0.05,Zoo Digital Publishing,6.5,,T,
12879,Bottom of the 9th '99,PS,1998,Sports,0.03,0.02,0,0,0.05,Konami Digital Entertainment,5,,E,
12883,FIFA Soccer 2003,GBA,2002,Sports,0.04,0.01,0,0,0.05,Electronic Arts,6.9,,E,
12888,Rez,PS2,2001,Shooter,0.03,0.02,0,0.01,0.05,Sony Computer Entertainment,9,,E,
12897,Major Minor's Majestic March,Wii,2009,Misc,0.05,0,0,0,0.05,Majesco Entertainment,4.5,,E,
12902,Medabots: Infinity,GC,2003,Role-Playing,0.04,0.01,0,0,0.05,Ubisoft,5.4,,E,
12904,Zapper: One Wicked Cricket!,XB,2002,Platform,0.04,0.01,0,0,0.05,Infogrames,5.2,,E,
12922,Venetica,PC,2009,Role-Playing,0,0.04,0,0.01,0.05,DTP Entertainment,5,,T,
12923,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,0.05,0,0,0,0.05,Graffiti,6,,E,
12924,Tour de France 2011,X360,N/A,Racing,0,0.05,0,0.01,0.05,Focus Home Interactive,6,,E,
12927,ZombiU,PS4,2016,Action,0,0.04,0.01,0.01,0.05,Ubisoft,6.9,,M,
12931,Drill Dozer,GBA,N/A,Platform,0.04,0.01,0,0,0.05,Unknown,7.9,,E,
12940,FIFA 17,PC,2016,Sports,0,0.05,0,0,0.05,Electronic Arts,8.8,,E,
12943,King Arthur,XB,2004,Action,0.04,0.01,0,0,0.05,Konami Digital Entertainment,6.5,,T,
12948,Hunted: The Demon's Forge,PC,2011,Action,0.03,0.01,0,0.01,0.05,Bethesda Softworks,6,,M,
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,0.04,0,0,0.01,0.05,Nordic Games,5.8,8,T,T
12951,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,0,0,0.05,0,0.05,Atlus,8.7,,T,
12956,Culdcept Revolt,3DS,2016,Strategy,0,0,0.05,0,0.05,Nintendo,7.3,,T,
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,0.03,0.02,0,0.01,0.05,Arika,6.4,,E,
12963,Air Conflicts: Aces of World War II,PSP,2009,Simulation,0.05,0,0,0,0.05,Graffiti,3.3,,T,
12966,Virtua Striker 2002,GC,2002,Sports,0.01,0,0.03,0,0.05,Sega,6.6,,E,
12974,Disney's PK: Out of the Shadows,GC,2002,Platform,0.04,0.01,0,0,0.05,Ubisoft,4,,E,
12987,Legend of Kay,PS2,2005,Action,0.03,0.02,0,0.01,0.05,JoWood Productions,7.2,,E10,
12990,Ivy the Kiwi?,DS,2010,Puzzle,0.04,0,0,0,0.05,Rising Star Games,7.3,,E,
13003,Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,0.04,0.01,0,0,0.05,Crave Entertainment,7.2,,E,
13007,Air Traffic Chaos,DS,2007,Simulation,0.05,0,0,0,0.05,Ertain,6.8,,E,
13016,The BIGS 2,DS,2009,Sports,0.05,0,0,0,0.05,Take-Two Interactive,6.3,,E10,
13018,TNA iMPACT: Cross the Line,PSP,2010,Fighting,0.05,0,0,0,0.05,SouthPeak Games,3.5,,T,
13031,Assetto Corsa,PS4,2016,Racing,0,0.04,0,0.01,0.05,505 Games,6,,E,
13034,Plants vs. Zombies,PC,2009,Strategy,0,0.04,0,0.01,0.05,PopCap Games,8.1,,E10,
13035,Top Spin 2,DS,2006,Sports,0.05,0,0,0,0.05,Take-Two Interactive,5.2,,E,
13042,FIFA Soccer 2004,GBA,2003,Sports,0.04,0.01,0,0,0.05,Electronic Arts,6.4,,E,
13043,Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,0.05,0,0,0,0.05,505 Games,6.7,,T,
13050,Disney's Party,GC,2002,Misc,0.04,0.01,0,0,0.05,Electronic Arts,4,,E,
13053,Jenga World Tour,Wii,2007,Misc,0.05,0,0,0,0.05,Atari,2,,E,
13059,Men of War: Assault Squad,PC,2011,Strategy,0.01,0.03,0,0.01,0.05,1C Company,8,,T,
13062,Expendable,PS,1999,Action,0.03,0.02,0,0,0.05,Infogrames,5.5,,T,
13069,The Typing of the Dead,DC,2000,Shooter,0,0,0.05,0,0.05,Sega,8.6,,M,
13079,Shrek Super Party,GC,2003,Misc,0.04,0.01,0,0,0.05,TDK Mediactive,4.9,,E,
13080,Monster 4x4: Masters of Metal,GC,2003,Racing,0.04,0.01,0,0,0.05,Ubisoft,5.1,,E,
13089,Second Sight,GC,2004,Adventure,0.04,0.01,0,0,0.05,Codemasters,7,,T,
13090,Philosoma,PS,1995,Shooter,0.03,0.02,0,0,0.05,Sony Computer Entertainment,5,,E,
13092,Puyo Pop,GBA,2001,Puzzle,0.04,0.01,0,0,0.05,Sega,5.7,,E,
13096,Rave Master,GC,2002,Fighting,0,0,0.05,0,0.05,Konami Digital Entertainment,6.8,,T,
13105,LEGO The Hobbit,PC,2014,Action,0,0.04,0,0.01,0.05,Warner Bros. Interactive Entertainment,7,,E10,
13112,Blues Brothers 2000,N64,2000,Platform,0.04,0.01,0,0,0.05,Virgin Interactive,4.9,,E,
13114,All Star Tennis 99,N64,1999,Sports,0.04,0.01,0,0,0.05,Ubisoft,5.1,,E,
13129,DiRT 2,PC,2009,Racing,0,0.04,0,0.01,0.05,Codemasters,4.6,,E10,
13133,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,0,0,0.05,0,0.05,Nippon Ichi Software,6.4,,T,
13136,Singularity,PC,2010,Shooter,0,0.04,0,0.01,0.05,Mastertronic,7.5,,M,
13141,"Warhammer 40,000: Dawn of War",PC,2004,Strategy,0.01,0.03,0,0.01,0.05,THQ,8.8,,M,
13147,Hail to the Chimp,PS3,2008,Misc,0.05,0,0,0,0.05,Gamecock,7,,T,
13153,Need for Speed Carbon,PC,2006,Racing,0,0.04,0,0.01,0.05,Electronic Arts,6.4,,E10,
13155,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,0.03,0.01,0,0,0.05,Ubisoft,5.7,,T,
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005,Action,0.04,0.01,0,0,0.05,Zoo Digital Publishing,6.2,,E10,
13169,Empire Earth,PC,2001,Strategy,0,0.04,0,0.01,0.05,Vivendi Games,8,,T,
13174,Rogue Ops,GC,2003,Action,0.04,0.01,0,0,0.05,Kemco,6.1,,M,
13183,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,0.01,0.03,0,0.01,0.05,Codemasters,7.3,,M,
13191,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,0.02,0.03,0,0.01,0.05,Activision,5.2,,E10,
13194,Around the World in 80 Days,GBA,2004,Action,0.03,0.01,0,0,0.05,Hip Interactive,3.5,,E,
13196,The Grim Adventures of Billy & Mandy,Wii,2006,Action,0.04,0,0,0,0.05,Midway Games,5,,E10,
13202,Cartoon Network Block Party,GBA,2004,Misc,0.03,0.01,0,0,0.05,Majesco Entertainment,4,,E,
13210,TNA iMPACT: Cross the Line,DS,2010,Fighting,0.05,0,0,0,0.05,SouthPeak Games,3.5,,T,
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,0.02,0.02,0,0.01,0.05,D3Publisher,2.8,,E10,
13212,ZooCube,GBA,2002,Puzzle,0.03,0.01,0,0,0.05,Acclaim Entertainment,6.9,,E,
13215,NBA 2K,DC,1999,Sports,0,0,0.05,0,0.05,Sega,8.9,,E,
13219,World Series of Poker,GC,2005,Misc,0.04,0.01,0,0,0.05,Activision Value,3.3,,E10,
13227,Need for Speed Underground,PC,2003,Racing,0,0.04,0,0.01,0.05,Electronic Arts,8.6,,E,
13231,StarCraft,PC,1998,Strategy,0,0.04,0,0.01,0.05,Activision,8.7,,T,
13234,NBA 2K17,PS3,2016,Sports,0.03,0.01,0,0.01,0.05,Take-Two Interactive,8.8,,E,
13239,Barnyard,GBA,2006,Action,0.03,0.01,0,0,0.05,THQ,5.6,,E,
13242,GrimGrimoire,PS2,2007,Strategy,0.01,0.01,0.03,0,0.05,Tecmo Koei,7.7,,E10,
13252,Far Cry,PC,2004,Shooter,0,0.04,0,0.01,0.05,Ubisoft,8.6,,M,
13259,American Bass Challenge,GBA,2001,Sports,0.03,0.01,0,0,0.05,Starfish,6.7,,E,
13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,0.04,0.01,0,0,0.05,Microsoft Game Studios,8.7,,M,
13267,2002 FIFA World Cup,GC,2002,Sports,0.04,0.01,0,0,0.05,Electronic Arts,6.8,,E,
13268,Colin McRae Rally 2005,XB,2004,Racing,0.04,0.01,0,0,0.05,Codemasters,8.3,,E,
13276,FIFA Soccer 10,PC,2009,Sports,0,0.04,0,0.01,0.05,Electronic Arts,7.9,,E,
13286,Summoner: A Goddess Reborn,GC,2003,Role-Playing,0.04,0.01,0,0,0.05,THQ,8,,T,
13288,Rock of the Dead,PS3,2010,Shooter,0.04,0,0,0,0.05,Conspiracy Entertainment,5,,T,
13289,The Sims,PC,2000,Simulation,0.01,0.03,0,0.01,0.05,Electronic Arts,8.9,,T,
13295,Moon,DS,2009,Adventure,0.04,0,0,0,0.05,Mastiff,6.7,,T,
13297,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,0.03,0.01,0,0,0.05,Konami Digital Entertainment,5.5,,E,
13299,Payday 2,PC,2013,Shooter,0.04,0,0,0,0.05,505 Games,5,,M,
13303,Company of Heroes,PC,2006,Strategy,0,0.04,0,0.01,0.05,THQ,9.4,,M,
13313,Beyond Oasis,GEN,1993,Role-Playing,0,0,0.05,0,0.05,Sega,7.8,,E,
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,0.04,0,0,0,0.05,Activision,3.4,,T,
13333,Magic Carpet,PS,1995,Shooter,0.03,0.02,0,0,0.05,Electronic Arts,9,,E,
13340,Supreme Commander,PC,2007,Strategy,0,0.04,0,0.01,0.05,THQ,5.7,,E10,
13350,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,0.04,0,0,0,0.05,Konami Digital Entertainment,6.1,,E10,
13361,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,0.03,0.01,0,0,0.05,THQ,5.5,,M,
13364,TMNT,DS,2007,Action,0.03,0.01,0,0,0.05,Ubisoft,3.6,,E10,
13366,Puyo Puyo Tetris,PSV,2014,Puzzle,0,0,0.05,0,0.05,Sega,8.3,,E,
13369,Super Bubble Pop,GC,2003,Puzzle,0.04,0.01,0,0,0.05,Jaleco,4.2,,E,
13370,Mafia,PC,2002,Action,0,0.04,0,0.01,0.05,Take-Two Interactive,6.5,,M,
13382,Intellivision Lives!,XB,2004,Misc,0.03,0.01,0,0,0.05,Crave Entertainment,6.4,,E,
13384,Test Drive Le Mans,PS,1999,Racing,0.03,0.02,0,0,0.05,Infogrames,8.2,,E,
13402,Rock of the Dead,X360,2010,Shooter,0.04,0,0,0,0.05,Conspiracy Entertainment,5,,T,
13408,Wolfenstein,PC,2009,Shooter,0.01,0.03,0,0.01,0.05,Activision,6.5,8,M,M
13419,Double Dragon Advance,GBA,2003,Action,0.03,0.01,0,0,0.05,Atlus,7.9,,T,
13422,The Bible Game,XB,2005,Misc,0.03,0.01,0,0,0.05,Crave Entertainment,3.5,,E,
13430,Tropico 3,PC,2009,Strategy,0,0.04,0,0.01,0.05,Kalypso Media,7.7,,T,
13439,Ape Escape,PS3,2010,Platform,0,0.03,0,0.01,0.05,Sony Computer Entertainment,9.3,,E,
13440,Activision Anthology,GBA,2003,Misc,0.03,0.01,0,0,0.05,Activision,8,,E,
13441,Gray Matter,X360,2011,Adventure,0,0.04,0,0.01,0.05,DTP Entertainment,7.3,,T,
13442,Thrillville: Off the Rails,DS,2007,Strategy,0.03,0.01,0,0,0.05,LucasArts,8.1,,E10,
13448,Trigger Man,XB,2004,Shooter,0.03,0.01,0,0,0.05,Crave Entertainment,2,,T,
13451,Bad Boys: Miami Takedown,GC,2004,Shooter,0.03,0.01,0,0,0.05,Empire Interactive,4.3,,M,
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,0,0,0.04,0,0.04,Nippon Ichi Software,6.6,,E10,
13478,Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,0.03,0.01,0,0,0.04,Ubisoft,7.2,,E,
13479,RollerCoaster Tycoon,PC,N/A,Strategy,0.02,0.02,0,0.01,0.04,Microprose,5.5,9.7,E,E
13484,Bionicle Heroes,Wii,2007,Shooter,0.04,0,0,0,0.04,Eidos Interactive,4.7,,E10,
13485,Tom Clancy's HAWX,PC,2009,Action,0,0.03,0,0.01,0.04,Ubisoft,6.9,8.4,T,T
13495,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,0.03,0.01,0,0,0.04,Konami Digital Entertainment,7.9,,T,
13503,Dark Arena,GBA,2002,Shooter,0.03,0.01,0,0,0.04,THQ,6.8,,T,
13505,Heatseeker,PSP,2007,Action,0.04,0,0,0,0.04,Codemasters,4.8,,T,
13507,Jerry Rice and Nitus' Dog Football,Wii,2011,Sports,0.04,0,0,0,0.04,Tommo,7,,E,
