metascore,name,console,userscore,date
85,BATMAN: ARKHAM CITY - ARMORED EDITION,WIIU,8.4,18-Nov-12
84,PINBALL FX 2,PC,7.8,27-Oct-12
84,PLANETSIDE 2,PC,7,20-Nov-12
95,RED DEAD REDEMPTION,PS3,8.9,18-May-10
93,STARCRAFT II: WINGS OF LIBERTY,PC,8.2,27-Jul-10
92,GOD OF WAR III,PS3,8.8,16-Mar-10
91,SUPER STREET FIGHTER IV,X360,7.6,27-Apr-10
91,PAC-MAN CHAMPIONSHIP EDITION DX,PS3,7.7,23-Nov-10
85,SUPER MEAT BOY,PS4,6.9,6-Oct-15
84,RARE REPLAY,XONE,8,4-Aug-15
84,SHIN MEGAMI TENSEI: DEVIL SURVIVOR 2 RECORD BREAKER,3DS,4.3,5-May-15
84,HALO 5: GUARDIANS,XONE,6.5,27-Oct-15
84,80 DAYS 2015,PC,6.9,29-Sep-15
84,HEARTHSTONE: THE GRAND TOURNAMENT,PC,4.1,24-Aug-15
84,GRIM FANDANGO REMASTERED,VITA,7.2,27-Jan-15
84,TRINE 2: DIRECTOR'S CUT,WIIU,8,18-Nov-12
84,F1 2012,X360,6.9,18-Sep-12
84,FTL: FASTER THAN LIGHT,PC,8.4,14-Sep-12
84,THE WALKING DEAD: EPISODE 2 - STARVED FOR HELP,PS3,8.4,29-Jun-12
84,DARKSIDERS II,PS3,7.2,14-Aug-12
84,NEW SUPER MARIO BROS. U,WIIU,8.1,18-Nov-12
91,HALO: REACH,X360,8.1,14-Sep-10
90,WORLD OF WARCRAFT: CATACLYSM,PC,5.6,7-Dec-10
90,SID MEIER'S CIVILIZATION V,PC,8,21-Sep-10
89,SHIN MEGAMI TENSEI: PERSONA 3 PORTABLE,PSP,7.8,5-Jul-10
84,XENOBLADE CHRONICLES X,WIIU,9,4-Dec-15
84,FALLOUT 4,PC,5.5,9-Nov-15
84,FINAL FANTASY X / X-2 HD REMASTER,PS4,8.6,12-May-15
83,DMC: DEVIL MAY CRY DEFINITIVE EDITION,PS4,7.4,10-Mar-15
83,STEINS GATE,VITA,8.8,5-Jun-15
84,ZERO ESCAPE: VIRTUE'S LAST REWARD,VITA,8.8,23-Oct-12
84,SOUND SHAPES,PS3,7.5,7-Aug-12
89,CAVE STORY,WII,8.8,22-Mar-10
89,METAL GEAR SOLID: PEACE WALKER,PSP,8.8,8-Jun-10
89,NBA 2K11,PS3,7.6,5-Oct-10
88,DJ HERO 2,WII,7.5,19-Oct-10
88,NHL 11,PS3,7.2,7-Sep-10
88,BIOSHOCK 2,PC,8,9-Feb-10
88,BATTLEFIELD: BAD COMPANY 2 VIETNAM,PS3,7.5,21-Dec-10
88,ART OF BALANCE,WII,8.2,15-Feb-10
87,MONKEY ISLAND 2 SPECIAL EDITION: LECHUCK'S REVENGE,PS3,8,6-Jul-10
87,RED DEAD REDEMPTION: UNDEAD NIGHTMARE PACK,PS3,8,26-Oct-10
87,DRAGON QUEST IX: SENTINELS OF THE STARRY SKIES,DS,8.5,11-Jul-10
87,BATTLEFIELD: BAD COMPANY 2,PC,8.3,2-Mar-10
87,HEAVY RAIN,PS3,7.7,23-Feb-10
87,MASS EFFECT 2: LAIR OF THE SHADOW BROKER,X360,8.5,7-Sep-10
87,POKEMON SOULSILVER VERSION,DS,8.7,14-Mar-10
87,DONKEY KONG COUNTRY RETURNS,WII,8.7,21-Nov-10
87,BLAZBLUE: CONTINUUM SHIFT,PS3,8.1,27-Jul-10
87,POKEMON HEARTGOLD VERSION,DS,8.5,14-Mar-10
87,SIN & PUNISHMENT: STAR SUCCESSOR,WII,8.5,27-Jun-10
87,BAYONETTA,PS3,7.7,5-Jan-10
86,KIRBY'S EPIC YARN,WII,8.5,17-Oct-10
86,FLUIDITY,WII,8.5,6-Dec-10
86,PINBALL FX 2: MARVEL PINBALL,X360,8.3,8-Dec-10
86,GOD OF WAR: GHOST OF SPARTA,PSP,8.5,2-Nov-10
86,NCAA FOOTBALL 11,X360,7.1,13-Jul-10
86,PROFESSOR LAYTON AND THE UNWOUND FUTURE,DS,8.9,12-Sep-10
86,JOE DANGER,PS3,7.7,8-Jun-10
86,ASSASSIN'S CREED II,PC,7.1,9-Mar-10
85,SHANTAE: RISKY'S REVENGE,DS,8.4,4-Oct-10
96,UNCHARTED 2: AMONG THIEVES,PS3,8.9,13-Oct-09
85,TATSUNOKO VS. CAPCOM: ULTIMATE ALL-STARS,WII,8.7,26-Jan-10
85,CASTLE CRASHERS,PS3,8.4,31-Aug-10
85,AMNESIA: THE DARK DESCENT,PC,8.6,8-Sep-10
85,FOOTBALL MANAGER 2011,PC,8.2,4-Nov-10
85,"WARHAMMER 40,000: DAWN OF WAR II - CHAOS RISING",PC,8.7,10-Mar-10
93,STREET FIGHTER IV,X360,7.3,17-Feb-09
93,MINECRAFT,PC,7.5,10-May-09
93,BRAID,PS3,7.8,12-Nov-09
93,FLIPNOTE STUDIO,DS,8.4,12-Aug-09
92,FORZA MOTORSPORT 3,X360,8.1,27-Oct-09
85,BORDERLANDS: THE SECRET ARMORY OF GENERAL KNOXX,PS3,7.1,25-Feb-10
84,UFC UNDISPUTED 2010,X360,6.7,25-May-10
84,MONSTER HUNTER TRI,WII,8.5,20-Apr-10
84,NO MORE HEROES 2: DESPERATE STRUGGLE,WII,8.7,26-Jan-10
84,JUST CAUSE 2,PC,7.7,23-Mar-10
91,METROID PRIME TRILOGY,WII,9.1,24-Aug-09
91,PEGGLE,PS3,7.3,19-Nov-09
91,BATMAN: ARKHAM ASYLUM,PC,8.7,15-Sep-09
91,KILLZONE 2,PS3,8.1,27-Feb-09
90,MARIO & LUIGI: BOWSER'S INSIDE STORY,DS,8.7,14-Sep-09
90,GRAND THEFT AUTO IV: THE LOST AND DAMNED,X360,8,17-Feb-09
90,GRAND THEFT AUTO: CHINATOWN WARS,PSP,7.4,20-Oct-09
90,EMPIRE: TOTAL WAR,PC,7,3-Mar-09
89,WIPEOUT HD FURY,PS3,8.3,23-Jul-09
89,DEMON'S SOULS,PS3,8.9,6-Oct-09
89,LEFT 4 DEAD 2,PC,8.4,16-Nov-09
89,GRAND THEFT AUTO IV: THE BALLAD OF GAY TONY,X360,8.5,29-Oct-09
89,THE BEATLES: ROCK BAND,X360,8.6,9-Sep-09
88,SHADOW COMPLEX,X360,8.7,19-Aug-09
88,NHL 10,PS3,7.9,15-Sep-09
88,THE SECRET OF MONKEY ISLAND: SPECIAL EDITION,X360,8.8,15-Jul-09
88,FIGHT NIGHT ROUND 4,PS3,7.6,23-Jun-09
88,EVE ONLINE: SPECIAL EDITION,PC,7.7,10-Mar-09
87,FOOTBALL MANAGER 2010,PC,8.9,3-Nov-09
87,BLAZBLUE: CALAMITY TRIGGER,PS3,8.5,30-Jun-09
87,BURNOUT PARADISE: THE ULTIMATE BOX,PC,7.6,5-Feb-09
87,CRITTER CRUNCH,PS3,7.5,8-Oct-09
87,NEW SUPER MARIO BROS. WII,WII,8.4,15-Nov-09
87,DJ HERO,WII,7.4,27-Oct-09
87,THE LEGEND OF ZELDA: SPIRIT TRACKS,DS,7.9,7-Dec-09
87,RATCHET & CLANK FUTURE: A CRACK IN TIME,PS3,8.9,27-Oct-09
86,PIXELJUNK MONSTERS DELUXE,PSP,8,30-Sep-09
86,LOSTWINDS: WINTER OF THE MELODIAS,WII,3.1,19-Oct-09
86,BOOM BLOX BASH PARTY,WII,7.8,19-May-09
86,RESIDENT EVIL 5,PC,7.2,15-Sep-09
86,GUITAR HERO: METALLICA,PS3,8.1,29-Mar-09
86,DRAGON AGE: ORIGINS,X360,7.9,3-Nov-09
86,TRIALS HD,X360,8.6,12-Aug-09
86,PUNCH-OUT!!,WII,8.6,18-May-09
86,CALL OF DUTY: MODERN WARFARE 2,PC,4.3,10-Nov-09
86,GUITAR HERO 5,PS3,5.8,1-Sep-09
85,"WARHAMMER 40,000: DAWN OF WAR II",PC,8.1,18-Feb-09
85,MADDEN NFL 10,X360,6.1,14-Aug-09
85,LOCOROCO 2,PSP,8.5,10-Feb-09
85,MACHINARIUM,PC,8.7,16-Oct-09
85,MARVEL VS. CAPCOM 2,PS3,7.6,13-Aug-09
85,INFAMOUS,PS3,8.3,26-May-09
84,PEGGLE: DUAL SHOT,DS,8.2,27-Feb-09
84,BLAST OFF,PSP,7.4,24-Nov-09
84,SPLOSION MAN,X360,7.8,22-Jul-09
84,SHIN MEGAMI TENSEI: DEVIL SURVIVOR,DS,4.6,23-Jun-09
84,"TIME GENTLEMEN, PLEASE!",PC,7.5,2-Jul-09
97,TONY HAWK'S PRO SKATER 3,PS2,7.5,28-Oct-01
96,METAL GEAR SOLID 2: SONS OF LIBERTY,PS2,8.8,12-Nov-01
95,GRAN TURISMO 3: A-SPEC,PS2,8.4,9-Jul-01
94,DEVIL MAY CRY,PS2,8.6,16-Oct-01
93,MARIO KART SUPER CIRCUIT,GBA,8.2,26-Aug-01
93,PAPER MARIO,N64,9.1,5-Feb-01
93,NBA 2K2,DC,7.3,24-Oct-01
92,ADVANCE WARS,GBA,9,9-Sep-01
92,SUPER SMASH BROS. MELEE,GC,9.1,2-Dec-01
92,FINAL FANTASY X,PS2,8.9,17-Dec-01
92,CONKER'S BAD FUR DAY,N64,9.1,4-Mar-01
91,KLONOA 2: LUNATEA'S VEIL,PS2,9,25-Jul-01
91,IL-2 STURMOVIK,PC,8.7,18-Nov-01
91,TWISTED METAL: BLACK,PS2,8.6,18-Jun-01
91,GOLDEN SUN,GBA,9,11-Nov-01
91,CASTLEVANIA: CIRCLE OF THE MOON,GBA,8.5,10-Jun-01
90,ICO,PS2,8.8,24-Sep-01
90,TENNIS 2K2,DC,8.2,24-Oct-01
90,BLACK & WHITE,PC,7.7,26-Mar-01
90,DANCE DANCE REVOLUTION,PS,8.8,9-May-01
90,JAK AND DAXTER: THE PRECURSOR LEGACY,PS2,8.8,3-Dec-01
90,STAR WARS ROGUE LEADER: ROGUE SQUADRON II,GC,8.5,9-Nov-01
90,NCAA FOOTBALL 2002,PS2,8.5,23-Jul-01
90,SID MEIER'S CIVILIZATION III,PC,8.4,30-Oct-01
90,FLIGHT SIMULATOR 2002,PC,8.1,19-Oct-01
90,RAYMAN 2 REVOLUTION,PS2,8.4,30-Jan-01
89,PIKMIN,GC,8.7,2-Dec-01
89,FINAL FANTASY CHRONICLES,PS,9.4,29-Jun-01
89,PHANTASY STAR ONLINE,DC,8.4,29-Jan-01
89,ACE COMBAT 04: SHATTERED SKIES,PS2,8.9,1-Nov-01
89,MAX PAYNE,XBOX,8.2,12-Dec-01
89,NASCAR RACING 4,PC,7.5,6-Feb-01
89,NBA STREET,PS2,8.4,18-Jun-01
88,TRIBES 2,PC,8.3,28-Mar-01
88,WARIO LAND 4,GBA,8.6,18-Nov-01
88,RETURN TO CASTLE WOLFENSTEIN,PC,8.7,19-Nov-01
88,DARK AGE OF CAMELOT,PC,7.9,1-Sep-01
88,BALDUR'S GATE II: THRONE OF BHAAL,PC,8.8,21-Jun-01
87,EUROPA UNIVERSALIS II,PC,8.8,12-Nov-01
87,METROPOLIS STREET RACER,DC,8.8,15-Jan-01
87,DIABLO II: LORD OF DESTRUCTION,PC,9,27-Jun-01
87,DEAD OR ALIVE 3,XBOX,8.5,14-Nov-01
87,NHL 2002,PC,7.9,17-Sep-01
87,BANGAI-O,DC,8.1,21-Mar-01
87,KOHAN: IMMORTAL SOVEREIGNS,PC,8.8,14-Mar-01
87,SHOGUN: TOTAL WAR WARLORD EDITION,PC,8.8,13-Aug-01
87,SERIOUS SAM: THE FIRST ENCOUNTER,PC,8.4,21-Mar-01
87,SUPER MONKEY BALL,GC,8.1,17-Nov-01
87,SSX TRICKY,GC,8.5,2-Dec-01
87,HALF-LIFE,PS2,8.5,11-Nov-01
86,STARTOPIA,PC,8.7,19-Jun-01
86,ONIMUSHA: WARLORDS,PS2,8.3,13-Mar-01
86,COMMAND & CONQUER: RED ALERT 2 - YURI'S REVENGE,PC,8.9,10-Oct-01
86,EUROPA UNIVERSALIS,PC,7.7,2-Feb-01
86,F-ZERO: MAXIMUM VELOCITY,GBA,8.2,12-Jun-01
85,CLIVE BARKER'S UNDYING,PC,8.8,21-Feb-01
85,WIZARDRY 8,PC,8.3,14-Nov-01
85,ALIENS VERSUS PREDATOR 2,PC,8.7,31-Oct-01
85,OPERATION FLASHPOINT: COLD WAR CRISIS,PC,8.8,30-Aug-01
85,RUMBLE RACING,PS2,8.4,23-Apr-01
85,METAL SLUG X,PS,8.7,14-Apr-01
85,TROPICO,PC,8.2,5-Apr-01
85,PROJECT GOTHAM RACING,XBOX,8.2,14-Nov-01
85,NFL 2K2,PS2,7.5,19-Nov-01
85,MONOPOLY TYCOON,PC,7.7,24-Sep-01
85,THE SIMS: HOT DATE,PC,7.7,12-Nov-01
84,QUAKE III REVOLUTION,PS2,7.3,26-Mar-01
84,SUPER STREET FIGHTER II: TURBO REVIVAL,GBA,7.8,30-Oct-01
84,FEAR EFFECT 2: RETRO HELIX,PS,8.6,21-Feb-01
84,SILENT HILL 2: RESTLESS DREAMS,XBOX,8.5,20-Dec-01
84,SPLASHDOWN,PS2,8.2,5-Nov-01
84,SPIDER-MAN: MYSTERIO'S MENACE,GBA,7.8,19-Sep-01
84,SUPER MARIO ADVANCE,GBA,7.3,10-Jun-01
96,THE LEGEND OF ZELDA: TWILIGHT PRINCESS,GC,8.9,11-Dec-06
94,METAL GEAR SOLID 3: SUBSISTENCE,PS2,8.9,14-Mar-06
93,COMPANY OF HEROES,PC,8.8,13-Sep-06
92,FINAL FANTASY XII,PS2,7.9,31-Oct-06
90,GTR 2,PC,8.7,29-Sep-06
89,BURNOUT REVENGE,X360,8.2,7-Mar-06
89,NEW SUPER MARIO BROS.,DS,8.5,15-May-06
88,NCAA FOOTBALL 07,XBOX,6.9,18-Jul-06
88,MEDIEVAL II: TOTAL WAR,PC,8.9,13-Nov-06
88,TEKKEN: DARK RESURRECTION,PSP,8.5,25-Jul-06
88,ARMADILLO RUN,PC,7.7,22-Apr-06
87,MIDNIGHT CLUB 3: DUB EDITION REMIX,XBOX,5.5,13-Mar-06
87,HALF-LIFE 2: EPISODE ONE,PC,8.6,1-Jun-06
87,ELITE BEAT AGENTS,DS,8.5,6-Nov-06
87,BULLY,PS2,9,17-Oct-06
87,METAL GEAR SOLID: PORTABLE OPS,PSP,8.2,5-Dec-06
87,"WARHAMMER 40,000: DAWN OF WAR - DARK CRUSADE",PC,8.9,9-Oct-06
87,KINGDOM HEARTS II,PS2,9.1,28-Mar-06
86,RESISTANCE: FALL OF MAN,PS3,8.1,14-Nov-06
86,GALACTIC CIVILIZATIONS II: DREAD LORDS,PC,7.7,21-Feb-06
86,THE ELDER SCROLLS IV - KNIGHTS OF THE NINE,X360,7.5,21-Nov-06
85,CASTLEVANIA: PORTRAIT OF RUIN,DS,8.3,5-Dec-06
85,METROID PRIME: HUNTERS,DS,8.1,20-Mar-06
85,DAXTER,PSP,8.6,14-Mar-06
85,TOM CLANCY'S RAINBOW SIX: VEGAS,PC,7.6,12-Dec-06
85,DEAD RISING,X360,7.6,8-Aug-06
85,F.E.A.R.,X360,7.4,31-Oct-06
84,GT LEGENDS,PC,8.1,23-Jan-06
84,SPACE RANGERS 2: RISE OF THE DOMINATORS,PC,8.9,27-Mar-06
84,TETRIS DS,DS,8.2,20-Mar-06
84,GUILD WARS FACTIONS,PC,8.4,28-Apr-06
84,RISE OF NATIONS: RISE OF LEGENDS,PC,8.5,9-May-06
84,DEFCON: EVERYBODY DIES,PC,8.3,29-Sep-06
84,THE LORD OF THE RINGS: THE BATTLE FOR MIDDLE-EARTH II,PC,7.6,2-Mar-06
84,GUILD WARS NIGHTFALL,PC,8.5,26-Oct-06
97,SUPER MARIO GALAXY,WII,9,12-Nov-07
84,DISGAEA 2: CURSED MEMORIES,PS2,6.6,29-Aug-06
84,VALKYRIE PROFILE 2: SILMERIA,PS2,8.9,26-Sep-06
84,SID MEIER'S CIVILIZATION IV: WARLORDS,PC,8.2,24-Jul-06
83,FINAL FANTASY XI: TREASURES OF AHT URHGAN,PC,6.7,18-Apr-06
83,MLB 06: THE SHOW,PSP,8.5,28-Feb-06
96,BIOSHOCK,PC,8.5,21-Aug-07
94,HALO 3,X360,7.9,25-Sep-07
93,GOD OF WAR II,PS2,8.9,13-Mar-07
93,THE ELDER SCROLLS IV: OBLIVION,PS3,8,20-Mar-07
83,EVERQUEST II: ECHOES OF FAYDWER,PC,8.5,13-Nov-06
83,FIGHT NIGHT ROUND 3,PS3,7.9,5-Dec-06
83,CLUBHOUSE GAMES,DS,8.3,9-Oct-06
83,PREY 2006,PC,7.9,11-Jul-06
83,DRAGON QUEST HEROES: ROCKET SLIME,DS,7.7,19-Sep-06
83,NINTENDOGS: DALMATIAN & FRIENDS,DS,7.5,16-Oct-06
83,FINAL FANTASY V ADVANCE,GBA,8.4,6-Nov-06
92,GUITAR HERO II,X360,8.1,3-Apr-07
92,TEAM FORTRESS 2,PC,9.1,10-Oct-07
92,FINAL FANTASY VI ADVANCE,GBA,9.3,5-Feb-07
91,RESIDENT EVIL 4: WII EDITION,WII,9,19-Jun-07
91,WORLD OF WARCRAFT: THE BURNING CRUSADE,PC,8,16-Jan-07
91,GALACTIC CIVILIZATIONS II: DARK AVATAR,PC,8.2,14-Feb-07
83,HITMAN: BLOOD MONEY,PS2,8.5,30-May-06
83,MARVEL: ULTIMATE ALLIANCE,XBOX,6.1,24-Oct-06
82,SEGA GENESIS COLLECTION,PSP,7.9,16-Nov-06
82,TOMB RAIDER: LEGEND,XBOX,7.2,11-Apr-06
82,SUPER ROBOT TAISEN: ORIGINAL GENERATION 2,GBA,8.1,14-Nov-06
82,TOCA RACE DRIVER 3,PS2,7.3,22-Feb-06
90,PORTAL,PC,9.2,10-Oct-07
90,THE LEGEND OF ZELDA: PHANTOM HOURGLASS,DS,8,1-Oct-07
90,HALF-LIFE 2: EPISODE TWO,PC,9.1,10-Oct-07
90,METROID PRIME 3: CORRUPTION,WII,8.9,27-Aug-07
90,FORZA MOTORSPORT 2,X360,8.3,29-May-07
89,CASTLEVANIA: SYMPHONY OF THE NIGHT,X360,8.7,21-Mar-07
89,WORLD IN CONFLICT,PC,8.1,18-Sep-07
89,RATCHET & CLANK FUTURE: TOOLS OF DESTRUCTION,PS3,8.8,23-Oct-07
82,NEVERWINTER NIGHTS 2,PC,6.6,31-Oct-06
82,MEGA MAN POWERED UP,PSP,7.6,14-Mar-06
89,VIRTUA FIGHTER 5 ONLINE,X360,7.6,30-Oct-07
89,THE ORANGE BOX,PS3,8.3,11-Dec-07
88,UNCHARTED: DRAKE'S FORTUNE,PS3,8,16-Nov-07
88,NINJA GAIDEN SIGMA,PS3,7.5,3-Jul-07
88,FINAL FANTASY TACTICS: THE WAR OF THE LIONS,PSP,8.9,9-Oct-07
87,JEANNE D'ARC,PSP,8.3,21-Aug-07
87,ZACK & WIKI: QUEST FOR BARBAROS' TREASURE,WII,8.6,23-Oct-07
87,DISGAEA: AFTERNOON OF DARKNESS,PSP,8.2,30-Oct-07
87,COMPANY OF HEROES: OPPOSING FRONTS,PC,8.6,24-Sep-07
87,GEARS OF WAR,PC,7.7,6-Nov-07
86,SHIN MEGAMI TENSEI: PERSONA 3,PS2,6.7,14-Aug-07
86,SID MEIER'S CIVILIZATION IV: BEYOND THE SWORD,PC,8.5,23-Jul-07
86,PLANET PUZZLE LEAGUE,DS,7.7,4-Jun-07
86,WORLDWIDE SOCCER MANAGER 2008,PC,7.5,23-Oct-07
86,THE LORD OF THE RINGS ONLINE: SHADOWS OF ANGMAR,PC,8.1,24-Apr-07
86,IL-2 STURMOVIK: 1946,PC,8.8,13-Mar-07
86,THE ELDER SCROLLS IV: SHIVERING ISLES,PC,8.4,26-Mar-07
85,PROJECT GOTHAM RACING 4,X360,8.4,2-Oct-07
85,POKEMON PEARL VERSION,DS,7.6,22-Apr-07
85,SYPHON FILTER: LOGAN'S SHADOW,PSP,8.8,2-Oct-07
85,MEDIEVAL II: TOTAL WAR KINGDOMS,PC,8.8,28-Aug-07
85,PEGGLE DELUXE,PC,8,6-Mar-07
85,SUPER STARDUST HD,PS3,8.4,28-Jun-07
85,SUPER PAPER MARIO,WII,8,9-Apr-07
85,POKEMON DIAMOND VERSION,DS,8,22-Apr-07
85,VIRTUA FIGHTER 5,PS3,7.3,20-Feb-07
85,SKATE,PS3,8.1,24-Sep-07
84,BOMBERMAN LIVE,X360,8,18-Jul-07
84,MOTORSTORM,PS3,7.4,6-Mar-07
84,WARHAWK,PS3,8.3,28-Aug-07
83,MLB POWER PROS,WII,8.4,3-Oct-07
83,DIRT,X360,7.3,19-Jun-07
83,CRUSH,PSP,8.6,29-May-07
83,BLEACH: THE BLADE OF FATE,DS,7.4,9-Oct-07
83,EVERYDAY SHOOTER,PS3,7.3,11-Oct-07
83,CRACKDOWN,X360,8,20-Feb-07
83,PICROSS DS,DS,8.2,30-Jul-07
83,PAC-MAN CHAMPIONSHIP EDITION,X360,8.5,6-Jun-07
83,ROGUE GALAXY,PS2,8.4,30-Jan-07
83,WARIOWARE: SMOOTH MOVES,WII,7.5,15-Jan-07
83,RACE 07: OFFICIAL WTCC GAME,PC,8.8,9-Oct-07
83,EVERQUEST II: RISE OF KUNARK,PC,7.5,13-Nov-07
83,CONTRA 4,DS,8.4,13-Nov-07
83,EUROPA UNIVERSALIS III,PC,8.4,23-Jan-07
95,LITTLEBIGPLANET,PS3,6.8,27-Oct-08
94,METAL GEAR SOLID 4: GUNS OF THE PATRIOTS,PS3,8.8,12-Jun-08
93,SUPER SMASH BROS. BRAWL,WII,8.9,9-Mar-08
93,GEARS OF WAR 2,X360,7.7,7-Nov-08
92,ROCK BAND 2,WII,7.6,18-Dec-08
92,GALACTIC CIVILIZATIONS II: TWILIGHT OF THE ARNOR,PC,8.4,30-Apr-08
92,CHRONO TRIGGER,DS,9.2,25-Nov-08
91,WORLD OF WARCRAFT: WRATH OF THE LICH KING,PC,7.6,13-Nov-08
91,GOD OF WAR: CHAINS OF OLYMPUS,PSP,8.6,4-Mar-08
91,FALLOUT 3,PC,7.8,28-Oct-08
90,PORTAL: STILL ALIVE,X360,8.5,22-Oct-08
90,SHIN MEGAMI TENSEI: PERSONA 4,PS2,8.5,8-Dec-08
90,OKAMI,WII,8.9,15-Apr-08
90,GEOMETRY WARS: RETRO EVOLVED 2,X360,8.3,30-Jul-08
90,GRAND THEFT AUTO IV,PC,6.7,2-Dec-08
89,REZ HD,X360,8,30-Jan-08
89,FABLE II,X360,6.6,21-Oct-08
89,LEFT 4 DEAD,X360,7.9,17-Nov-08
89,MASS EFFECT,PC,8.6,28-May-08
89,SHIN MEGAMI TENSEI: PERSONA 3 FES,PS2,7.8,22-Apr-08
88,BURNOUT PARADISE,X360,7,22-Jan-08
88,NHL 09,PS3,7.7,9-Sep-08
88,THE WORLD ENDS WITH YOU,DS,8.8,22-Apr-08
87,SUPER STREET FIGHTER II TURBO HD REMIX,PS3,7.7,25-Nov-08
87,SINS OF A SOLAR EMPIRE,PC,8.2,4-Feb-08
87,WIPEOUT HD,PS3,8.2,25-Sep-08
87,RESISTANCE 2,PS3,6.1,4-Nov-08
87,GRID,X360,7.9,3-Jun-08
86,BOMBERMAN BLAST,WII,7.7,29-Sep-08
86,THE WITCHER: ENHANCED EDITION,PC,8.5,16-Sep-08
86,WARHAMMER ONLINE: AGE OF RECKONING,PC,7.9,16-Sep-08
86,DEAD SPACE,PC,8,20-Oct-08
86,ADVANCE WARS: DAYS OF RUIN,DS,8.6,21-Jan-08
86,BIONIC COMMANDO REARMED,PC,6.8,13-Aug-08
86,TETRIS PARTY,WII,8.6,20-Oct-08
85,MADDEN NFL 09,PS3,4.4,12-Aug-08
85,"SAM & MAX EPISODE 205: WHAT'S NEW, BEELZEBUB?",PC,7.5,10-Apr-08
85,GUITAR HERO WORLD TOUR,X360,6.4,26-Oct-08
85,THE LORD OF THE RINGS ONLINE: MINES OF MORIA,PC,8.1,17-Nov-08
85,SOULCALIBUR IV,PS3,7.8,29-Jul-08
85,MABOSHI'S ARCADE,WII,7.8,29-Dec-08
85,SAM & MAX EPISODE 204: CHARIOTS OF THE DOGS,PC,7.5,13-Mar-08
85,FAR CRY 2,PC,5.8,21-Oct-08
85,PROFESSOR LAYTON AND THE CURIOUS VILLAGE,DS,8.5,10-Feb-08
85,AUDIOSURF,PC,8.8,15-Feb-08
85,BOOM BLOX,WII,8.6,6-May-08
85,FINAL FANTASY IV,DS,8.8,21-Jul-08
85,CASTLEVANIA: ORDER OF ECCLESIA,DS,8.5,21-Oct-08
85,SID MEIER'S CIVILIZATION REVOLUTION,PS3,7.6,8-Jul-08
84,DEVIL MAY CRY 4,X360,8.1,5-Feb-08
84,SPORE,PC,5.3,7-Sep-08
84,CRYSIS WARHEAD,PC,7.9,16-Sep-08
84,MLB 08: THE SHOW,PS2,7.3,4-Mar-08
84,SPACE INVADERS EXTREME,PSP,6.8,17-Jun-08
83,NO MORE HEROES,WII,8.4,22-Jan-08
83,PIXELJUNK MONSTERS,PS3,7.7,24-Jan-08
97,TONY HAWK'S PRO SKATER 2,DC,6.2,6-Nov-00
97,NFL 2K1,DC,6.4,7-Sep-00
95,BALDUR'S GATE II: SHADOWS OF AMN,PC,9.2,24-Sep-00
95,THE LEGEND OF ZELDA: MAJORA'S MASK,N64,9.1,25-Oct-00
94,CHRONO CROSS,PS,8.8,15-Aug-00
93,QUAKE III ARENA,DC,8.1,22-Oct-00
93,SKIES OF ARCADIA,DC,8.9,13-Nov-00
93,TEST DRIVE LE MANS,DC,7.7,13-Nov-00
93,NBA 2K1,DC,7,1-Nov-00
92,VAGRANT STORY,PS,9,15-May-00
91,MARIO TENNIS,N64,8.9,28-Aug-00
91,SPYRO: YEAR OF THE DRAGON,PS,8.9,23-Oct-00
91,DOA2: HARDCORE,PS2,8,25-Oct-00
91,THE LONGEST JOURNEY,PC,8.8,16-Nov-00
90,NHL 2001,PC,6.9,28-Sep-00
90,DEUS EX,PC,9.2,23-Jun-00
90,WWF SMACKDOWN! 2: KNOW YOUR ROLE,PS,8.7,21-Nov-00
90,COLIN MCRAE RALLY 2.0,PS,8.2,5-Dec-00
89,SACRIFICE,PC,8.8,5-Nov-00
89,HOMEWORLD: CATACLYSM,PC,8.8,7-Sep-00
89,DESCENT 3,PC,8.1,14-Jun-00
89,WWF NO MERCY,N64,8.8,17-Nov-00
88,EXCITEBIKE 64,N64,8,30-Apr-00
88,SUPERBIKE 2001,PC,6.6,9-Oct-00
88,ULTIMATE FIGHTING CHAMPIONSHIP,DC,7.8,29-Aug-00
88,AGE OF EMPIRES II: THE CONQUERORS EXPANSION,PC,9,24-Aug-00
88,DIABLO II,PC,8.8,29-Jun-00
87,POWER STONE 2,DC,8.9,23-Aug-00
87,MECHWARRIOR 4: VENGEANCE,PC,8.1,23-Nov-00
87,THIEF II: THE METAL AGE,PC,9,29-Feb-00
87,ICEWIND DALE,PC,8.3,29-Jun-00
87,GRAND PRIX 3,PC,7.6,24-Aug-00
87,ZEUS: MASTER OF OLYMPUS,PC,8.8,22-Oct-00
86,ENEMY ENGAGED: RAH-66 COMANCHE VERSUS KA-52 HOKUM,PC,7.9,31-Jul-00
86,GROUND CONTROL,PC,7.6,31-May-00
86,STEEL BEASTS,PC,7.9,24-Sep-00
86,TEST DRIVE V-RALLY,DC,8.7,2-Jul-00
86,LUNAR 2: ETERNAL BLUE COMPLETE,PS,8.9,15-Dec-00
86,MEDAL OF HONOR UNDERGROUND,PS,8.9,23-Oct-00
86,DINO CRISIS 2,PS,9.1,29-Sep-00
86,LINKS 2001,PC,6.8,24-Oct-00
86,EVERQUEST: THE RUINS OF KUNARK,PC,8.5,31-Mar-00
