metascore,name,console,userscore,date
62,ROLLERCOASTER TYCOON,XBOX,8.3,25-Mar-03
62,MYSTERIOUS JOURNEY II,PC,6,25-Nov-03
62,THE HOBBIT,PC,6.8,10-Nov-03
59,BIGFEST,VITA,5.7,1-Dec-15
59,THE INCREDIBLE ADVENTURES OF VAN HELSING,XONE,7.3,1-Dec-15
58,THE WEAPONOGRAPHIST,PC,6.9,29-Apr-15
58,MARIO TENNIS: ULTRA SMASH,WIIU,5.3,20-Nov-15
58,SHELTER 2,PC,6.8,9-Mar-15
58,KYN,PC,5.3,28-Jul-15
58,HTOL#NIQ: THE FIREFLY DIARY,VITA,7.7,24-Feb-15
58,POKEMON RUMBLE WORLD,3DS,6.3,8-Apr-15
58,DYNASTY WARRIORS 8 EMPIRES,XONE,6.8,24-Feb-15
58,BRIDGE CONSTRUCTOR,XONE,6.5,21-Aug-15
58,THERE CAME AN ECHO,PC,5.7,24-Feb-15
58,SENRAN KAGURA 2: DEEP CRIMSON,3DS,6.5,15-Sep-15
61,MLB 2004,PS2,7.9,10-Mar-03
61,NCAA GAMEBREAKER 2004,PS2,tbd,27-Aug-03
61,SPEED KINGS,PS2,8.7,28-May-03
61,BLOODY ROAR EXTREME,XBOX,8.6,27-May-03
61,CSI: CRIME SCENE INVESTIGATION,PC,6.8,26-Mar-03
61,NEXAGON: DEATHMATCH,PC,tbd,23-Jul-03
61,SOLDIER OF FORTUNE II: DOUBLE HELIX,XBOX,6.5,18-Jun-03
61,ONE MUST FALL: BATTLEGROUNDS,PC,7.1,19-Dec-03
61,MOTOR TREND PRESENTS LOTUS CHALLENGE,XBOX,tbd,30-Apr-03
58,BLADESTORM: NIGHTMARE,PS4,6.2,17-Mar-15
58,GOAT SIMULATOR,PS4,5.8,11-Aug-15
58,OMEGA QUINTET,PS4,7.1,28-Apr-15
57,TYPOMAN,WIIU,7,19-Nov-15
57,ZOTRIX,PS4,3.4,8-Dec-15
57,VECTOR THRUST,PC,5.4,2-Jul-15
57,FOSSIL FIGHTERS: FRONTIER,3DS,5,20-Mar-15
57,ONECHANBARA Z2: CHAOS,PS4,6.9,21-Jul-15
61,ROGUE OPS,PS2,8.3,29-Oct-03
61,MUPPETS PARTY CRUISE,PS2,8.3,13-Nov-03
61,KIRBY AIR RIDE,GC,8.1,13-Oct-03
61,SPAWN: ARMAGEDDON,GC,7.3,21-Nov-03
60,RISK: GLOBAL DOMINATION,PS2,8.8,5-Nov-03
60,DIGIMON BATTLE SPIRIT,GBA,7.6,13-Jan-03
60,YU-GI-OH! THE SACRED CARDS,GBA,6.9,4-Nov-03
59,RESIDENT EVIL 2,GC,8.8,16-Jan-03
59,MAJOR LEAGUE BASEBALL 2K8 FANTASY ALL STARS,DS,7,14-Apr-08
57,ARMIKROG,PC,5.1,30-Sep-15
57,PULSE,PC,5.4,20-Oct-15
57,DEMENTIUM REMASTERED,3DS,5.8,3-Dec-15
56,"JUNGLE RUMBLE: FREEDOM, HAPPINESS AND BANANAS",VITA,6,10-Feb-15
56,ROVING ROGUE,WIIU,6.6,2-Jul-15
56,POKEMON SHUFFLE,3DS,6.1,18-Feb-15
56,FAR CRY 4: ESCAPE FROM DURGESH PRISON,PS4,5.6,13-Jan-15
59,MOBILE LIGHT FORCE 2,PS2,7.2,19-Mar-03
59,FROGGER'S ADVENTURES: THE RESCUE,PS2,8.5,29-Oct-03
59,AQUANOX 2: REVELATION,PC,7.6,22-Aug-03
59,FUTURAMA,PS2,6.2,14-Aug-03
59,YU-GI-OH! THE DUELISTS OF THE ROSES,PS2,8,16-Feb-03
58,BATTLE OF THE BANDS,WII,6.4,21-Apr-08
58,BEIJING 2008 - THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,PS3,5.6,8-Jul-08
58,ASSASSIN'S CREED: ALTAIR'S CHRONICLES,DS,6.1,5-Feb-08
59,TOM CLANCY'S GHOST RECON,GC,5.4,9-Feb-03
59,POSTAL 2: SHARE THE PAIN,PC,8.3,17-Dec-03
59,BIG MUTHA TRUCKERS,XBOX,4.3,20-Jun-03
59,SEGA RALLY CHAMPIONSHIP,GBA,tbd,10-Mar-03
59,HARRY POTTER AND THE SORCERER'S STONE,XBOX,6.7,9-Dec-03
59,BLOODY ROAR 4,PS2,8.6,11-Nov-03
59,ROBIN HOOD: DEFENDER OF THE CROWN,PS2,5.6,30-Sep-03
58,LOST EMPIRE: IMMORTALS,PC,6.9,11-Mar-08
58,VIGILANTE 8: ARCADE,X360,8.5,5-Nov-08
58,TIQAL,X360,7.3,26-Mar-08
57,SPACE CHIMPS,X360,5.3,15-Jul-08
57,SEA LIFE SAFARI,X360,tbd,18-Jun-08
57,RISE OF THE ARGONAUTS,PS3,7.3,16-Dec-08
57,THE LEGEND OF SPYRO: DAWN OF THE DRAGON,DS,6.5,21-Oct-08
57,LEGEND: HAND OF GOD,PC,5.6,1-Aug-08
59,DISNEY SPORTS SNOWBOARDING,GBA,tbd,5-Feb-03
59,EVERBLUE 2,PS2,8,24-Feb-03
58,SHINING SOUL,GBA,8.5,23-Sep-03
58,NBA SHOOTOUT 2004,PS2,7.8,29-Oct-03
58,THE BLACK MIRROR,PC,8.5,20-Oct-03
58,ENTER THE MATRIX,PC,6.6,14-May-03
58,RHEM,PC,tbd,28-Jun-03
57,BOMBERMAN LAND,WII,7.7,29-Jan-08
57,NEVERLAND CARD BATTLES,PSP,7.8,27-Oct-08
57,ROCKETMEN: AXIS OF EVIL,PS3,5.3,6-Mar-08
57,IRIDIUM RUNNERS,PS2,tbd,20-Feb-08
57,DREAMWORKS KUNG FU PANDA: LEGENDARY WARRIORS,WII,tbd,5-Nov-08
56,GUILTY GEAR 2: OVERTURE,X360,6,7-Oct-08
56,DON KING PRESENTS: PRIZEFIGHTER,X360,6.4,10-Jun-08
56,DEADLIEST CATCH: ALASKAN STORM,X360,5.9,17-Jun-08
56,MONOPOLY,X360,5.8,20-Oct-08
58,EVIL DEAD: A FISTFUL OF BOOMSTICK,XBOX,8,17-Jun-03
58,INSIDE PITCH 2003,XBOX,7.6,20-May-03
58,VICTORIA: AN EMPIRE UNDER THE SUN,PC,8.8,18-Nov-03
58,HIGHLAND WARRIORS,PC,6,20-Jan-03
58,STARSKY & HUTCH,XBOX,5.7,9-Sep-03
58,BLOWOUT,PS2,6.2,10-Nov-03
58,MEGA MAN X7,PS2,5.3,14-Oct-03
58,HEROES OF MIGHT AND MAGIC IV: WINDS OF WAR,PC,7.4,23-Feb-03
57,GROUP S CHALLENGE,XBOX,6.3,11-Nov-03
56,WE CHEER,WII,7.3,30-Sep-08
56,SAFECRACKER: THE ULTIMATE PUZZLE ADVENTURE,WII,6.6,3-Dec-08
56,THE CHRONICLES OF NARNIA: PRINCE CASPIAN,PS3,5.6,15-May-08
56,LOL: NEVER PARTY ALONE!,DS,2.3,30-May-08
56,SONIC RIDERS: ZERO GRAVITY,WII,8,8-Jan-08
56,CRITTER ROUND-UP,WII,8.2,19-May-08
56,STAR WARS THE CLONE WARS: LIGHTSABER DUELS,WII,7.1,11-Nov-08
56,DUNGEON EXPLORER: WARRIORS OF ANCIENT ARTS,PSP,5.5,15-Feb-08
56,SUPREME COMMANDER,X360,6,23-Jun-08
57,TEENAGE MUTANT NINJA TURTLES,GC,7.7,31-Oct-03
57,THE KING OF ROUTE 66,PS2,tbd,18-Mar-03
57,SPY HUNTER 2,PS2,6.4,20-Nov-03
57,THE GREAT ESCAPE,PS2,8,23-Jul-03
57,LIONHEART: LEGACY OF THE CRUSADER,PC,7.2,13-Aug-03
57,HARBINGER,PC,6.6,26-Feb-03
57,SONIC ADVENTURE DX DIRECTOR'S CUT,GC,7.8,18-Jun-03
56,MASTER OF THE MONSTER LAIR,DS,tbd,31-Oct-08
55,DARK HORIZON,PC,5.4,7-Oct-08
55,ECO-CREATURES: SAVE THE FOREST,DS,tbd,4-Mar-08
55,MONSTER MADNESS: GRAVE DANGER,PS3,tbd,5-Aug-08
55,HAZE,PS3,6.5,20-May-08
55,INSECTICIDE,DS,7,11-Mar-08
55,YOU'RE IN THE MOVIES,X360,5.2,17-Nov-08
55,BOMBERMAN LAND PORTABLE,PSP,7.8,29-Jan-08
55,NBA BALLERS: CHOSEN ONE,X360,4.2,21-Apr-08
55,WARHAMMER: BATTLE MARCH,X360,6.7,2-Sep-08
55,MEGA MAN STAR FORCE 2: ZERKER X NINJA,DS,8.2,24-Jun-08
55,KINGDOM UNDER FIRE: CIRCLE OF DOOM,X360,5.8,8-Jan-08
55,MEGA MAN STAR FORCE 2: ZERKER X SAURIAN,DS,6.9,24-Jun-08
54,RIVER KING: MYSTIC VALLEY,DS,tbd,29-Apr-08
54,BRAIN CHALLENGE,X360,5.6,12-Mar-08
54,DREAM PINBALL 3D,WII,7.6,22-Apr-08
54,BOOGIE BUNNIES,X360,6,16-Jan-08
54,ROCKETBOWL,X360,tbd,10-Sep-08
54,LOST IN BLUE: SHIPWRECKED,WII,6,23-Sep-08
54,DISNEY SING IT,PS3,3.5,21-Oct-08
54,THE GOLDEN HORDE,PC,7.5,15-Jul-08
53,WORLD HEROES ANTHOLOGY,PS2,tbd,11-Mar-08
53,FABLE II PUB GAMES,X360,6.1,13-Aug-08
53,CSI: NY,PC,2.3,18-Nov-08
53,BELIEF & BETRAYAL,PC,4.9,25-Mar-08
53,DESTROY ALL HUMANS! BIG WILLY UNLEASHED,WII,7,25-Feb-08
53,BRAIN ASSIST,DS,tbd,26-Feb-08
53,FACEBREAKER,PS3,3.8,3-Sep-08
53,PIRATES: THE KEY OF DREAMS,WII,tbd,21-Jul-08
53,SAMURAI WARRIORS: KATANA,WII,7.6,16-Jan-08
53,DASH OF DESTRUCTION,X360,6.3,17-Dec-08
53,SPACE TRADER - MERCHANT MARINE,PC,4.6,23-Oct-08
52,NEOPETS PUZZLE ADVENTURE,WII,tbd,18-Dec-08
52,LOST: VIA DOMUS,PC,6.1,26-Feb-08
52,BEIJING 2008: THE OFFICIAL VIDEO GAME OF THE OLYMPIC GAMES,PC,4,4-Aug-08
67,EARTH 2150: LOST SOULS,PC,7.1,9-Sep-02
67,CIRCUS MAXIMUS: CHARIOT WARS,XBOX,5.6,24-Feb-02
66,BLOOD OMEN 2,PC,8.3,25-Mar-02
66,JET X2O,PS2,tbd,28-Oct-02
66,MOTO RACER 3,PC,7.5,31-Jan-02
66,NEOCRON,PC,7.1,17-Nov-02
66,THE CAMERON FILES: THE SECRET AT LOCH NESS,PC,5.8,24-Jan-02
66,TOMB RAIDER: THE PROPHECY,GBA,8.9,12-Nov-02
66,HOME RUN KING,GC,tbd,18-Mar-02
65,CASINO EMPIRE,PC,7.7,23-Sep-02
65,TRIPLE PLAY 2002,PS2,tbd,11-Mar-02
65,MISTER MOSQUITO,PS2,4.5,12-Mar-02
65,STAR WARS: BOUNTY HUNTER,PS2,8.2,19-Nov-02
65,MONSTER FORCE,GBA,tbd,29-Sep-02
65,US OPEN 2002,PC,tbd,14-Aug-02
65,DRAGON'S LAIR 3D,GC,6.8,22-Dec-02
65,CONFLICT: DESERT STORM,XBOX,8.1,30-Sep-02
65,TAZ WANTED,PS2,8.9,17-Sep-02
65,LEGENDS OF WRESTLING,XBOX,5.8,27-May-02
65,DARK ARENA,GBA,tbd,18-Jan-02
65,STRIKE FIGHTERS: PROJECT 1,PC,7.7,27-Oct-02
65,GUNGRAVE,PS2,8.9,16-Sep-02
65,MAD MAESTRO!,PS2,tbd,12-Mar-02
64,HEROES OF MIGHT AND MAGIC IV: THE GATHERING STORM,PC,7.7,26-Sep-02
64,ESPN WINTER X-GAMES SNOWBOARDING 2002,PS2,7.9,14-Jan-02
64,PRISONER OF WAR,PC,7.9,30-Sep-02
64,FIRE BLADE,PS2,tbd,16-Jun-02
64,EGG MANIA: EGGSTREME MADNESS,GC,8,11-Sep-02
64,GLOBAL TOURING CHALLENGE: AFRICA,PS2,tbd,14-Jun-02
64,WWE WRESTLEMANIA X8,GC,6.5,9-Jun-02
64,FOREVER KINGDOM,PS2,8.4,21-Jan-02
64,PRO RALLY,GC,tbd,11-Nov-02
64,SUPERMAN: SHADOW OF APOKOLIPS,PS2,6.9,25-Sep-02
64,DINOTOPIA: THE TIMESTONE PIRATES,GBA,8.4,30-Apr-02
63,X-MEN: NEXT DIMENSION,GC,8.2,15-Oct-02
63,BARBARIAN,PS2,tbd,27-Jun-02
63,GUN METAL,XBOX,7,30-Jul-02
63,EMPIRE EARTH: THE ART OF CONQUEST,PC,7.6,17-Sep-02
63,ALTERED BEAST: GUARDIAN OF THE REALMS,GBA,5.8,23-Nov-02
63,SEEK AND DESTROY,PS2,8.8,11-Dec-02
63,C-12: FINAL RESISTANCE,PS,8.6,22-Jul-02
63,BRITNEY'S DANCE BEAT,PS2,5,8-May-02
63,EVOLUTION WORLDS,GC,8,2-Dec-02
62,ESPN INTERNATIONAL WINTER SPORTS 2002,PS2,tbd,28-Jan-02
62,NBA SHOOTOUT 2003,PS2,5.9,25-Sep-02
62,DIGGLES,PC,8.1,20-Mar-02
62,PROJECT NOMADS,PC,7.6,1-Nov-02
62,STUART LITTLE 2,PS,7.6,17-Jul-02
62,ROCK MANAGER,PC,7.1,30-Jun-02
62,LOONEY TUNES: SPACE RACE,PS2,7,27-May-02
62,CRASH BANDICOOT: THE WRATH OF CORTEX,GC,7.2,17-Sep-02
61,DRAGON'S LAIR 3D: RETURN TO THE LAIR,PC,tbd,18-Nov-02
61,LEGO SOCCER MANIA,PS2,tbd,17-Jun-02
61,BEAM BREAKERS,PC,7,21-Oct-02
61,WORLD WAR II: PANZER CLAWS,PC,7.1,12-Nov-02
61,DUAL BLADES,GBA,tbd,7-Oct-02
61,CIVILIZATION III: PLAY THE WORLD,PC,6.7,25-Oct-02
61,PRINCE OF QIN,PC,7.3,19-Aug-02
61,NIGHTCASTER,XBOX,5.7,21-Jan-02
61,DISNEY'S DONALD DUCK: GOIN' QUACKERS,GC,3,25-Mar-02
61,BCT COMMANDER,PC,tbd,23-Feb-02
61,ROBOTECH: THE MACROSS SAGA,GBA,6.4,27-Oct-02
61,DARKENED SKYE,GC,6.4,16-Nov-02
61,SILENT SCOPE 3,PS2,tbd,15-Oct-02
60,SEGA SMASH PACK,GBA,5,23-Sep-02
60,STAR X,GBA,tbd,17-Apr-02
60,DRAGON THRONE: BATTLE OF RED CLIFFS,PC,tbd,26-Mar-02
60,KING'S FIELD: THE ANCIENT CITY,PS2,8.8,25-Mar-02
60,STAR WARS: THE NEW DROID ARMY,GBA,8.8,14-Nov-02
60,NINJA ASSAULT,PS2,6,18-Nov-02
58,RAVING RABBIDS: ALIVE & KICKING,X360,5.4,8-Nov-11
57,TRANSFORMERS: DARK OF THE MOON,PS3,5.9,14-Jun-11
57,NARUTO SHIPPUDEN: KIZUNA DRIVE,PSP,4.6,22-Mar-11
57,CALL OF DUTY: MODERN WARFARE 3 - DEFIANCE,DS,1.1,8-Nov-11
57,GHOST MANIA,WII,tbd,3-Jan-11
57,DYNASTY WARRIORS 7,PS3,7.2,29-Mar-11
57,BODY AND BRAIN CONNECTION,X360,4.8,8-Feb-11
57,HUNTED: THE DEMON'S FORGE,PS3,6.3,31-May-11
57,BREACH,X360,4.4,26-Jan-11
57,THE FIRST TEMPLAR,PC,5.9,12-May-11
57,WIZARDRY: LABYRINTH OF LOST SOULS,PS3,5.7,16-May-11
56,"CARNIVAL GAMES: MONKEY SEE, MONKEY DO!",X360,5.5,5-Apr-11
56,DEADLIEST WARRIOR: LEGENDS,X360,5.6,6-Jul-11
56,NARUTO SHIPPUDEN: SHINOBI RUMBLE,DS,tbd,8-Feb-11
56,3D CLASSICS: XEVIOUS,3DS,5.8,21-Jul-11
56,THE ADVENTURES OF TINTIN: THE GAME,3DS,5.2,6-Dec-11
56,KUNG-FU HIGH IMPACT,X360,7.8,15-Nov-11
56,APB: RELOADED,PC,5.7,1-Dec-11
56,PIRATES OF BLACK COVE,PC,5.8,2-Aug-11
56,POKEMON RUMBLE BLAST,3DS,7,24-Oct-11
56,EDNA & HARVEY: THE BREAKOUT,PC,6.6,3-Jan-11
55,SUPER MONKEY BALL 3D,3DS,5.4,27-Mar-11
55,CRAZY MACHINES ELEMENTS,X360,tbd,24-Aug-11
55,THOR: GOD OF THUNDER,3DS,4.2,13-Sep-11
55,NINJAMURAI,PSP,tbd,5-Jul-11
55,RUNE FACTORY: TIDES OF DESTINY,PS3,8.1,7-Oct-11
55,YAR'S REVENGE,X360,5.5,13-Apr-11
55,RABBIDS TRAVEL IN TIME 3D,3DS,6.2,10-Apr-11
55,CRASHER,PC,7,28-Jan-11
55,THE WAR OF THE WORLDS,X360,5.1,26-Oct-11
55,TRINITY: SOULS OF ZILL O'LL,PS3,6.4,8-Feb-11
55,RUGBY WORLD CUP 2011,X360,3.9,1-Sep-11
55,BURGERTIME: WORLD TOUR,X360,7,2-Nov-11
54,I HEART GEEKS!,DS,8.4,20-Dec-11
54,KING ARTHUR: FALLEN CHAMPIONS,PC,5,16-Sep-11
54,ELEVATOR ACTION DELUXE,PS3,5.8,30-Aug-11
54,DREAM TRIGGER 3D,3DS,6.3,10-May-11
54,ACHRON,PC,7.4,29-Aug-11
54,FROGGER 3D,3DS,6.2,20-Sep-11
54,TOP SPIN 4,WII,7.4,15-Mar-11
54,RISE OF NIGHTMARES,X360,7.9,6-Sep-11
53,DOCTOR LAUTREC AND THE FORGOTTEN KNIGHTS,3DS,6.1,13-Dec-11
53,DREAMCAST COLLECTION,X360,5,22-Feb-11
53,PLAYSTATION MOVE HEROES,PS3,6.1,22-Mar-11
53,A GAME OF THRONES: GENESIS,PC,4.1,28-Sep-11
53,SPARE PARTS,PS3,5,18-Jan-11
53,TOM CLANCY'S SPLINTER CELL 3D,3DS,5.7,10-Apr-11
53,LORD OF ARCANA,PSP,5.5,25-Jan-11
52,ALPHA POLARIS: A HORROR ADVENTURE GAME,PC,4.6,24-Jun-11
52,THE SIMS 3,3DS,3.1,22-Mar-11
51,THE HAUNTED: HELL'S REACH,PC,7.7,24-Oct-11
51,RUSH'N ATTACK EX-PATRIOT,X360,6.6,30-Mar-11
51,CUBIC NINJA,3DS,5.9,14-Jun-11
51,CALL OF JUAREZ: THE CARTEL,PC,3.4,13-Sep-11
51,CAPTAIN AMERICA: SUPER SOLDIER,3DS,5,25-Oct-11
50,BODYCOUNT,PS3,3.9,30-Aug-11
50,AFTERFALL: INSANITY,PC,5.9,25-Nov-11
50,GODS & HEROES: ROME RISING,PC,6.2,21-Jun-11
50,YOOSTAR 2: IN THE MOVIES,X360,3.4,8-Mar-11
50,TRAPPED DEAD,PC,4.7,25-Feb-11
50,RECORD OF AGAREST WAR ZERO,PS3,6.7,14-Jun-11
50,DEAD BLOCK,X360,7,6-Jul-11
50,VOLTRON: DEFENDER OF THE UNIVERSE,X360,6.6,30-Nov-11
49,ELEMENTS OF WAR,PC,tbd,18-Apr-11
49,KNIGHTS CONTRACT,X360,5.6,22-Feb-11
49,DUNGEONS & DRAGONS: DAGGERDALE,PC,3.5,25-May-11
49,RED FACTION: BATTLEGROUNDS,PS3,5,5-Apr-11
49,SUPREMACY MMA,X360,6.2,20-Sep-11
49,GARSHASP: THE MONSTER SLAYER,PC,6.3,9-May-11
49,MADDEN NFL FOOTBALL,3DS,5.3,22-Mar-11
49,THEATRE OF WAR 3: KOREA,PC,5.5,24-Mar-11
49,DUKE NUKEM FOREVER,X360,4.5,14-Jun-11
49,BUST-A-MOVE UNIVERSE,3DS,4.8,27-Mar-11
60,ALL-STAR FRUIT RACING,PS4,3.3,21-Aug-18
59,THE INPATIENT,PS4,6.1,23-Jan-18
59,DEVIOUS DUNGEON,Switch,5.9,30-Mar-18
59,SNK HEROINES: TAG TEAM FRENZY,PS4,7,7-Sep-18
58,LITTLE WITCH ACADEMIA: CHAMBER OF TIME,PS4,6.7,15-May-18
58,V-RALLY 4,PS4,6.1,11-Sep-18
58,BLACK CLOVER: QUARTET KNIGHTS,PS4,4.9,14-Sep-18
58,THE LONG REACH,Switch,5.7,15-Mar-18
57,KIRBY BATTLE ROYALE,3DS,7,19-Jan-18
57,OK K.O.! LET'S PLAY HEROES,XONE,tbd,23-Jan-18
57,LITTLE DRAGONS CAFE,PS4,3.6,24-Aug-18
57,DYNASTY WARRIORS 9,PC,2.7,13-Feb-18
57,IRO HERO,Switch,tbd,7-Jun-18
57,TOUR DE FRANCE 2018,PS4,4.9,28-Jun-18
57,ANIMAL FORCE,PS4,5.7,10-Jul-18
56,WARRIORS OROCHI 4,Switch,6.8,16-Oct-18
56,GAL*GUN 2,PS4,6.1,24-Apr-18
56,TRAIN SIM WORLD,PS4,5.6,24-Jul-18
55,SUICIDE GUY,Switch,6.4,10-May-18
55,ROBOCRAFT INFINITY,XONE,7.4,11-Apr-18
55,THE SEVEN DEADLY SINS: KNIGHTS OF BRITANNIA,PS4,5.6,9-Feb-18
55,TITAN QUEST,PS4,5.4,20-Mar-18
55,HOVER,Switch,tbd,20-Sep-18
54,SINNER: SACRIFICE FOR REDEMPTION,Switch,tbd,18-Oct-18
54,JUMPING JOE & FRIENDS,Switch,5.5,25-May-18
54,METAL GEAR SURVIVE,PC,1.1,21-Feb-18
54,CAST OF THE SEVEN GODSENDS,Switch,tbd,18-Apr-18
54,EARTHFALL,PS4,5.6,13-Jul-18
54,TIME CARNAGE,PS4,3.7,10-Apr-18
54,KINGDOM COME: DELIVERANCE - FROM THE ASHES,PC,4.7,5-Jul-18
54,LEGENDARY ELEVEN,Switch,5.9,8-Jun-18
53,CASTLE OF HEART,Switch,7.4,23-Mar-18
53,DAKAR 18,PS4,4.9,25-Sep-18
52,EXTINCTION,XONE,1.2,10-Apr-18
51,LUST FOR DARKNESS,PC,5.4,12-Jun-18
51,BASEBALL RIOT,Switch,5.6,19-Jan-18
50,AO INTERNATIONAL TENNIS,PS4,6.1,8-May-18
50,MILANOIR,Switch,5,31-May-18
49,CRISIS ON THE PLANET OF THE APES VR,PS4,1.3,3-Apr-18
49,MORPHIES LAW,Switch,5.9,20-Aug-18
48,IMMORTAL: UNCHAINED,PS4,7.2,7-Sep-18
48,OUT OF AMMO,PS4,7,30-Jan-18
48,ARK PARK,PS4,4.7,22-Mar-18
47,SCRIBBLENAUTS SHOWDOWN,Switch,4,6-Mar-18
46,AGONY,PC,4.3,29-May-18
46,FEAR EFFECT SEDNA,XONE,4.6,6-Mar-18
45,YET ANOTHER ZOMBIE DEFENSE HD,XONE,3.3,22-Jun-18
45,BRAVO TEAM,PS4,4.4,6-Mar-18
43,NEW GUNDAM BREAKER,PS4,2.9,22-Jun-18
42,TENNIS WORLD TOUR,XONE,1.6,22-May-18
39,SENRAN KAGURA REFLEXIONS,Switch,8.2,13-Sep-18
37,PAST CURE,PS4,5,23-Feb-18
36,SHAQ FU: A LEGEND REBORN,PS4,5.1,5-Jun-18
36,HOLLOW,Switch,6.1,22-Feb-18
35,ONE PIECE: GRAND CRUISE,PS4,2.3,22-May-18
35,SUPER SEDUCER: HOW TO TALK TO GIRLS,PC,5.9,6-Mar-18
34,FANTASY HERO: UNSIGNED LEGACY,Switch,4.3,25-Jan-18
32,GENE RAIN,XONE,4.5,31-Jul-18
29,WILD WEST ONLINE,PC,0.2,10-May-18
58,TRIVIAL PURSUIT UNHINGED,XBOX,8,24-Mar-04
58,CLASSIC NES SERIES: METROID,GBA,8.7,25-Oct-04
58,RIBBIT KING,PS2,7.2,15-Jun-04
58,SD GUNDAM FORCE: SHOWDOWN!,PS2,3.5,11-Oct-04
58,JACK THE RIPPER,PC,6.4,29-Jan-04
57,KUON,PS2,7.9,7-Dec-04
57,FIRESTARTER,PC,5.8,5-Mar-04
57,CORVETTE,PS2,6.2,9-Mar-04
57,MOBILE SUIT GUNDAM SEED: BATTLE ASSAULT,GBA,7.6,10-Aug-04
57,DESTRUCTION DERBY ARENAS,PS2,8,1-Apr-04
57,SVC CHAOS: SNK VS. CAPCOM,XBOX,5.3,7-Oct-04
57,CARMEN SANDIEGO: THE SECRET OF THE STOLEN DRUMS,GC,tbd,13-Sep-04
57,THE NIGHTMARE OF DRUAGA,PS2,8.2,26-Oct-04
57,CAPCOM FIGHTING EVOLUTION,PS2,5.2,16-Nov-04
56,D-DAY,PC,7,7-Dec-04
56,SPARTAN 2004,PC,8,28-May-04
56,MANCHESTER UNITED SOCCER 2005,PC,1.8,28-Oct-04
56,BESIEGER,PC,7,2-Jun-04
56,ARMY MEN: SARGE'S WAR,GC,6.5,21-Aug-04
56,FAIR STRIKE,PC,tbd,10-Feb-04
56,YU YU HAKUSHO: DARK TOURNAMENT,PS2,8.5,21-Sep-04
56,ALEXANDER,PC,6.3,23-Nov-04
55,UNDER THE SKIN,PS2,tbd,12-Oct-04
55,I OF THE DRAGON,PC,7.4,2-Nov-04
55,CLASSIC NES SERIES: DONKEY KONG,GBA,6.7,2-Jun-04
55,GUNGRIFFON: ALLIED STRIKE,XBOX,tbd,14-Dec-04
55,WWE SURVIVOR SERIES,GBA,8.2,12-Oct-04
55,SHOWDOWN: LEGENDS OF WRESTLING,PS2,6,22-Jun-04
55,SCOOBY-DOO! MYSTERY MAYHEM,PS2,7.8,2-Mar-04
55,THE INCREDIBLES,GBA,5,31-Oct-04
54,CSI: MIAMI,PC,7.3,16-Nov-04
54,UFC: SUDDEN IMPACT,PS2,7.7,21-Apr-04
54,ASTRO BOY,PS2,7.3,18-Aug-04
54,MEGA MAN: BATTLE CHIP CHALLENGE,GBA,8.4,3-Mar-04
54,ATLANTIS EVOLUTION,PC,tbd,17-Oct-04
54,SHAMAN KING: POWER OF SPIRIT,PS2,8.2,9-Nov-04
54,UNIVERSAL COMBAT,PC,2.7,5-Feb-04
53,YU-GI-OH! THE DAWN OF DESTINY,XBOX,7.2,23-Mar-04
53,WAR TIMES,PC,tbd,1-Apr-04
53,TWO THRONES,PC,tbd,10-Feb-04
53,"KNIGHT'S APPRENTICE, MEMORICK'S ADVENTURES",XBOX,4.5,15-Jun-04
53,CLASSIC NES SERIES: PAC-MAN,GBA,tbd,2-Jun-04
53,CY GIRLS,PS2,8.8,23-Mar-04
52,MIDNIGHT NOWHERE,PC,6.2,29-Mar-04
52,THE DUKES OF HAZZARD: RETURN OF THE GENERAL LEE,PS2,6.8,28-Sep-04
52,SEVEN SAMURAI 20XX,PS2,7,12-Mar-04
51,INUYASHA: THE SECRET OF THE CURSED MASK,PS2,8.1,2-Nov-04
51,FAST LANES BOWLING,PC,tbd,7-Jan-04
51,SUPERPOWER 2,PC,6.8,11-Oct-04
51,MALICE,PS2,4.8,2-Jun-04
51,BREED,PC,5,2-Apr-04
51,ALPHA BLACK ZERO: INTREPID PROTOCOL,PC,tbd,2-Sep-04
51,SERIOUS SAM ADVANCE,GBA,7.2,12-Apr-04
50,KUMAWAR,PC,6.8,16-Jul-04
50,SHADE: WRATH OF ANGELS,PC,7.2,2-Nov-04
50,SHELLSHOCK: NAM '67,PC,4.5,14-Sep-04
49,TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,GC,5.7,19-Oct-04
49,TEXAS HOLD 'EM POKER,GBA,6.8,1-Nov-04
49,BICYCLE CASINO,XBOX,4.8,26-Oct-04
49,GET ON DA MIC,PS2,6.3,5-Oct-04
48,BATTLE ASSAULT 3 FEATURING GUNDAM SEED,PS2,8.7,7-Dec-04
48,CHOROQ,PS2,8.2,17-Nov-04
48,VIETCONG: PURPLE HAZE,PS2,4.3,15-Sep-04
48,FREESTYLE STREET SOCCER,GC,8,25-Mar-04
48,SPRUNG,DS,5.8,8-Dec-04
48,STRIKE FORCE BOWLING,PS2,6.8,10-May-04
47,THE GUY GAME,XBOX,6,30-Aug-04
47,THUNDERBIRDS,GBA,tbd,10-Aug-04
